PermitNum,StatusCurrent,AppliedDate,AppliedYear,IssuedDate,CompletedDate,CompletedYear,PermitType,PermitTypeMapped,PermitClass,PermitClassGroup,PermitClassMapped,WorkClass,WorkClassGroup,WorkClassMapped,Description,ApplicantName,ContractorIfNoApplicant,ContractorName,HousingUnits,EstProjectCost,TotalSqFt,OriginalAddress,CommunityCode,CommunityName,Latitude,Longitude,LocationCount,LocationTypes,LocationAddresses,LocationsWKT,LocationsGeoJSON,Point,LocationsGeoJSON2,Point3,Assessed Value,Address Without Unit Number,Cluster_ID
BP2019-09578,Completed,2019-07-22,2019,2019-08-16,2019-12-30,2019,Commercial / Multi Family Project,Building,1507 - Apt Triplex,Apartment,Residential,New,New,New,3 plex row house,TRUMAN HOMES 1995,,TRUMAN HOMES 1995,3,"$558,996",,1273 CARRINGTON BV NW,CAR,CARRINGTON,51.17920108,-114.0901247,3,Titled Parcel;Titled Parcel;Titled Parcel,1281 CARRINGTON BV NW;1277 CARRINGTON BV NW;1273 CARRINGTON BV NW,"MULTIPOINT (-114.0901246777885 51.17920107712136,-114.09008228149595 51.17914717260611,-114.09003699074708 51.179097765066295)","{""type"":""MultiPoint"",""coordinates"":[[-114.0901247,51.1792011],[-114.0900823,51.1791472],[-114.090037,51.1790978]]}",POINT (-114.0901246777885 51.17920107712136),,,,CARRINGTON BV NW,78
BP2018-06485,Completed,2018-05-29,2018,2018-07-18,2020-05-12,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Part 9 (9.10.15) - Residential 2 Storey Rowhouse,JG DESIGN,,MAGNAT DEVELOPMENTS,4,"$750,000",,1910 48 ST NW,MON,MONTGOMERY,51.07495007,-114.1633837,5,Titled Parcel;Building;Building;Building;Building,4840 BOWNESS RD NW;1910 48 ST NW;4842 BOWNESS RD NW;1918 48 ST NW;1914 48 ST NW,"MULTIPOINT (-114.1633836981166 51.07495006920374,-114.16333330876276 51.075038607192894,-114.16339171750884 51.0750067110469,-114.16321176452978 51.075101507026424,-114.16327205602035 51.07506931165223)","{""type"":""MultiPoint"",""coordinates"":[[-114.1633837,51.0749501],[-114.1633333,51.0750386],[-114.1633917,51.0750067],[-114.1632118,51.0751015],[-114.1632721,51.0750693]]}",POINT (-114.1633836981166 51.07495006920374),"{""type"":""MultiPoint"",""coordinates"":[[-114.1624664,51.073904],[-114.1625802,51.0737593],[-114.1624512,51.0738535],[-114.1626512,51.0737374],[-114.162523,51.0737982]]}",POINT (-114.16246637479715 51.0739040481948),a,48 ST NW,79
BP2022-08620,Completed,2022-05-20,2022,2022-07-26,2023-05-26,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,new 4 unit townhouse (front/back),K5 DESIGNS,,GILL BROTHERS PLUMBING & HEATING,4,"$1,656,997",,#1 4823 BOWNESS RD NW,MON,MONTGOMERY,51.07443346,-114.1631697,5,Titled Parcel;Building;Building;Building;Building,4823 BOWNESS RD NW;#2 4823 BOWNESS RD NW;#2 4821 BOWNESS RD NW;#1 4823 BOWNESS RD NW;#1 4821 BOWNESS RD NW,"MULTIPOINT (-114.16316967322295 51.07443346069739,-114.16338057852909 51.07431947346717,-114.16332946704699 51.07427970255862,-114.16327741587868 51.07437431988963,-114.16323102246528 51.07433305904911)","{""type"":""MultiPoint"",""coordinates"":[[-114.1631697,51.0744335],[-114.1633806,51.0743195],[-114.1633295,51.0742797],[-114.1632774,51.0743743],[-114.163231,51.0743331]]}",POINT (-114.16316967322295 51.07443346069739),"{""type"":""MultiPoint"",""coordinates"":[[-113.9735731,50.8645819],[-113.9735696,50.864466],[-113.9736101,50.8645269],[-113.973702,50.8642753],[-113.9735455,50.8645069],[-113.9736628,50.8644508],[-113.9737885,50.8641611],[-113.9735966,50.864426],[-113.9737284,50.8642384],[-113.9736494,50.864352],[-113.9737594,50.8642004],[-113.9736729,50.8643134],[-113.9736432,50.8644793],[-113.973827,50.8642254],[-113.9736207,50.864386],[-113.9737198,50.8643752],[-113.9736914,50.8644041],[-113.9737734,50.8643021],[-113.9738628,50.864176]]}",POINT (-113.97357306787708 50.86458191330598),a,4823 BOWNESS RD NW,79
BP2017-08627,Completed,2017-07-10,2017,2017-09-01,2018-11-22,2018,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,9.10.15. - 4 Unit Row House,TRICOR DESIGN GROUP,,,4,"$803,000",,1881 47 ST NW,MON,MONTGOMERY,51.07390405,-114.1624664,5,Titled Parcel;Building;Building;Building;Building,4803 BOWNESS RD NW;1883 47 ST NW;4801 BOWNESS RD NW;1881 47 ST NW;1885 47 ST NW,"MULTIPOINT (-114.16246637479715 51.0739040481948,-114.16258015297102 51.07375933571292,-114.16245120056443 51.07385352921366,-114.16265122397047 51.073737364922714,-114.16252302544865 51.073798223662834)","{""type"":""MultiPoint"",""coordinates"":[[-114.1624664,51.073904],[-114.1625802,51.0737593],[-114.1624512,51.0738535],[-114.1626512,51.0737374],[-114.162523,51.0737982]]}",POINT (-114.16246637479715 51.0739040481948),,,,47 ST NW,79
BP2017-12835,Completed,2017-09-22,2017,2017-12-28,2018-11-16,2018,Commercial / Multi Family Project,Building,1508 - Apt Fourplex,Apartment,Residential,New,New,New,9.10.15 - 4 units non-stacked townhouses,PIONEER BUILDERS,,,4,"$900,000",,#1 4811 BOWNESS RD NW,MON,MONTGOMERY,51.0741149,-114.1627585,7,Titled Parcel;Building;Building;Building Suite;Building Suite;Building Suite;Building Suite,4811 BOWNESS RD NW;4809 BOWNESS RD NW;4811 BOWNESS RD NW;#1 4811 BOWNESS RD NW;#1 4809 BOWNESS RD NW;#2 4811 BOWNESS RD NW;#2 4809 BOWNESS RD NW,"MULTIPOINT (-114.16275847119618 51.07411489973532,-114.16284083641106 51.07400125417341,-114.16288911030371 51.07403775700183,-114.16279911336217 51.07407891133331,-114.16276173516268 51.07405280336607,-114.1629240018466 51.07403027390261,-114.16285867931542 51.07397446699488)","{""type"":""MultiPoint"",""coordinates"":[[-114.1627585,51.0741149],[-114.1628408,51.0740013],[-114.1628891,51.0740378],[-114.1627991,51.0740789],[-114.1627617,51.0740528],[-114.162924,51.0740303],[-114.1628587,51.0739745]]}",POINT (-114.16275847119618 51.07411489973532),,,,4811 BOWNESS RD NW,79
BP2022-04059,Completed,2022-03-18,2022,2022-05-16,2023-05-19,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Part 9 - Row House - Ambleton - Building 2,TRUMAN HOMES 1995,,TRUMAN HOMES 1995,5,"$1,167,492",,#4 90 AMBLESIDE PA NW,ABT,AMBLETON,51.18345672,-114.1165833,6,Titled Parcel;Building;Building;Building;Building;Building,2000 144 AV NW;#5 90 AMBLESIDE PA NW;#2 90 AMBLESIDE PA NW;#4 90 AMBLESIDE PA NW;#3 90 AMBLESIDE PA NW;#1 90 AMBLESIDE PA NW,"MULTIPOINT (-114.11658334324612 51.18345671866443,-114.10998739045728 51.1865222745212,-114.10999040086696 51.18635672972671,-114.10999105768416 51.18647041953752,-114.10999054099226 51.18641560194559,-114.10998629267807 51.186301439065346)","{""type"":""MultiPoint"",""coordinates"":[[-114.1165833,51.1834567],[-114.1099874,51.1865223],[-114.1099904,51.1863567],[-114.1099911,51.1864704],[-114.1099905,51.1864156],[-114.1099863,51.1863014]]}",POINT (-114.11658334324612 51.18345671866443),"{""type"":""MultiPoint"",""coordinates"":[[-113.9325147,51.1532096],[-113.9328159,51.1540053],[-113.9327326,51.15401],[-113.9325549,51.1540099],[-113.9326324,51.1540099]]}",POINT (-113.93251473268153 51.15320956768469),a,90 AMBLESIDE PA NW,80
BP2022-07291,Completed,2022-05-03,2022,2022-06-13,2023-11-07,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"Seton West - Building 2: 4 storeys, 64 residential units",LOGEL HOMES,,LOGEL HOMES,64,"$10,680,668",,#2302 200 SETON CI SE,SET,SETON,50.8703796,-113.9558397,66,Titled Parcel;Building;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite,#2000 200 SETON CI SE;#2000 200 SETON CI SE;#2209 200 SETON CI SE;#2402 200 SETON CI SE;#2415 200 SETON CI SE;#2406 200 SETON CI SE;#2416 200 SETON CI SE;#2303 200 SETON CI SE;#2104 200 SETON CI SE;#2103 200 SETON CI SE;#2214 200 SETON CI SE;#2112 200 SETON CI SE;#2312 200 SETON CI SE;#2410 200 SETON CI SE;#2211 200 SETON CI SE;#2113 200 SETON CI SE;#2206 200 SETON CI SE;#2310 200 SETON CI SE;#2215 200 SETON CI SE;#2413 200 SETON CI SE;#2110 200 SETON CI SE;#2305 200 SETON CI SE;#2212 200 SETON CI SE;#2309 200 SETON CI SE;#2307 200 SETON CI SE;#2301 200 SETON CI SE;#2202 200 SETON CI SE;#2308 200 SETON CI SE;#2414 200 SETON CI SE;#2409 200 SETON CI SE;#2207 200 SETON CI SE;#2316 200 SETON CI SE;#2311 200 SETON CI SE;#2401 200 SETON CI SE;#2105 200 SETON CI SE;#2314 200 SETON CI SE;#2302 200 SETON CI SE;#2204 200 SETON CI SE;#2213 200 SETON CI SE;#2408 200 SETON CI SE;#2405 200 SETON CI SE;#2304 200 SETON CI SE;#2412 200 SETON CI SE;#2407 200 SETON CI SE;#2107 200 SETON CI SE;#2111 200 SETON CI SE;#2411 200 SETON CI SE;#2208 200 SETON CI SE;#2403 200 SETON CI SE;#2108 200 SETON CI SE;#2210 200 SETON CI SE;#2306 200 SETON CI SE;#2313 200 SETON CI SE;#2404 200 SETON CI SE;#2315 200 SETON CI SE;#2101 200 SETON CI SE;#2205 200 SETON CI SE;#2102 200 SETON CI SE;#2201 200 SETON CI SE;#2203 200 SETON CI SE;#2115 200 SETON CI SE;#2116 200 SETON CI SE;#2106 200 SETON CI SE;#2216 200 SETON CI SE;#2109 200 SETON CI SE;#2114 200 SETON CI SE,"MULTIPOINT (-113.95583965570069 50.87037960132043,-113.95596933829182 50.87066848113387,-113.95604080902217 50.870675870883915,-113.95622907471463 50.870900493922804,-113.95575048096838 50.87049449575268,-113.95599898606369 50.87079258132368,-113.95568510799684 50.87052946004509,-113.95617376702852 50.87092845904834,-113.95608133733742 50.87086320183906,-113.95617376702852 50.87092845904834,-113.95581887700594 50.87046271502891,-113.95578602691339 50.870615658505145,-113.95578602691339 50.870615658505145,-113.95585836029693 50.87067229593038,-113.95596847421771 50.870620501161696,-113.95589012105451 50.87055939349796,-113.95599898606369 50.87079258132368,-113.95585836029693 50.87067229593038,-113.95575048096838 50.87049449575268,-113.95589012105451 50.87055939349796,-113.95585836029693 50.87067229593038,-113.95614325584373 50.870770034750755,-113.95578602691339 50.870615658505145,-113.95604080902217 50.870675870883915,-113.95609000424533 50.870726754837065,-113.95628440071286 50.87086806973647,-113.95622907471463 50.870900493922804,-113.95592667253327 50.87072957907223,-113.95581887700594 50.87046271502891,-113.95604080902217 50.870675870883915,-113.95609000424533 50.870726754837065,-113.95568510799684 50.87052946004509,-113.95596847421771 50.870620501161696,-113.95628440071286 50.87086806973647,-113.95614325584373 50.870770034750755,-113.95581887700594 50.87046271502891,-113.95622907471463 50.870900493922804,-113.95608133733742 50.87086320183906,-113.95589012105451 50.87055939349796,-113.95592667253327 50.87072957907223,-113.95614325584373 50.870770034750755,-113.95608133733742 50.87086320183906,-113.95578602691339 50.870615658505145,-113.95609000424533 50.870726754837065,-113.95609000424533 50.870726754837065,-113.95596847421771 50.870620501161696,-113.95596847421771 50.870620501161696,-113.95592667253327 50.87072957907223,-113.95617376702852 50.87092845904834,-113.95592667253327 50.87072957907223,-113.95585836029693 50.87067229593038,-113.95599898606369 50.87079258132368,-113.95589012105451 50.87055939349796,-113.95608133733742 50.87086320183906,-113.95575048096838 50.87049449575268,-113.95628440071286 50.87086806973647,-113.95614325584373 50.870770034750755,-113.95622907471463 50.870900493922804,-113.95628440071286 50.87086806973647,-113.95617376702852 50.87092845904834,-113.95575048096838 50.87049449575268,-113.95568510799684 50.87052946004509,-113.95599898606369 50.87079258132368,-113.95568510799684 50.87052946004509,-113.95604080902217 50.870675870883915,-113.95581887700594 50.87046271502891)","{""type"":""MultiPoint"",""coordinates"":[[-113.9558397,50.8703796],[-113.9559693,50.8706685],[-113.9560408,50.8706759],[-113.9562291,50.8709005],[-113.9557505,50.8704945],[-113.955999,50.8707926],[-113.9556851,50.8705295],[-113.9561738,50.8709285],[-113.9560813,50.8708632],[-113.9561738,50.8709285],[-113.9558189,50.8704627],[-113.955786,50.8706157],[-113.955786,50.8706157],[-113.9558584,50.8706723],[-113.9559685,50.8706205],[-113.9558901,50.8705594],[-113.955999,50.8707926],[-113.9558584,50.8706723],[-113.9557505,50.8704945],[-113.9558901,50.8705594],[-113.9558584,50.8706723],[-113.9561433,50.87077],[-113.955786,50.8706157],[-113.9560408,50.8706759],[-113.95609,50.8707268],[-113.9562844,50.8708681],[-113.9562291,50.8709005],[-113.9559267,50.8707296],[-113.9558189,50.8704627],[-113.9560408,50.8706759],[-113.95609,50.8707268],[-113.9556851,50.8705295],[-113.9559685,50.8706205],[-113.9562844,50.8708681],[-113.9561433,50.87077],[-113.9558189,50.8704627],[-113.9562291,50.8709005],[-113.9560813,50.8708632],[-113.9558901,50.8705594],[-113.9559267,50.8707296],[-113.9561433,50.87077],[-113.9560813,50.8708632],[-113.955786,50.8706157],[-113.95609,50.8707268],[-113.95609,50.8707268],[-113.9559685,50.8706205],[-113.9559685,50.8706205],[-113.9559267,50.8707296],[-113.9561738,50.8709285],[-113.9559267,50.8707296],[-113.9558584,50.8706723],[-113.955999,50.8707926],[-113.9558901,50.8705594],[-113.9560813,50.8708632],[-113.9557505,50.8704945],[-113.9562844,50.8708681],[-113.9561433,50.87077],[-113.9562291,50.8709005],[-113.9562844,50.8708681],[-113.9561738,50.8709285],[-113.9557505,50.8704945],[-113.9556851,50.8705295],[-113.955999,50.8707926],[-113.9556851,50.8705295],[-113.9560408,50.8706759],[-113.9558189,50.8704627]]}",POINT (-113.95583965570069 50.87037960132043),"{""type"":""MultiPoint"",""coordinates"":[[-114.0041385,50.9574284],[-114.0039245,50.9573526],[-114.0041821,50.9573517],[-114.0040088,50.9573536],[-114.0040932,50.9573507],[-114.0043568,50.9573526],[-114.0042679,50.9573517]]}",POINT (-114.00413851737105 50.95742843701837),,200 SETON CI SE,81
BP2018-02467,Completed,2018-03-07,2018,2018-03-28,2018-10-29,2018,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,5 unit rowhouse (not stacked),HOMES BY AVI (CANADA),,HOMES BY AVI (CANADA),5,"$774,924",,9021 46 ST NE,SAD,SADDLE RIDGE,51.13431003,-113.9660509,5,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel,9025 46 ST NE;9021 46 ST NE;9037 46 ST NE;9029 46 ST NE;9033 46 ST NE,"MULTIPOINT (-113.96605086254701 51.13431003103904,-113.96604990522145 51.134251598394265,-113.96604975360358 51.13445835903044,-113.96604982941274 51.134354978713276,-113.96604879298032 51.13440442118356)","{""type"":""MultiPoint"",""coordinates"":[[-113.9660509,51.13431],[-113.9660499,51.1342516],[-113.9660498,51.1344584],[-113.9660498,51.134355],[-113.9660488,51.1344044]]}",POINT (-113.96605086254701 51.13431003103904),"{""type"":""MultiPoint"",""coordinates"":[[-114.1995103,51.0337488],[-114.1994988,51.0346639],[-114.2007004,51.0343483],[-114.2007014,51.0342048],[-114.2006995,51.034146],[-114.2006984,51.0342894]]}",POINT (-114.19951028818622 51.033748778665924),a,46 ST NE,82
BP2018-03121,Completed,2018-03-22,2018,2018-04-03,2018-11-20,2018,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,New - Part 9 Group C - 4 unit Townhouse,HOMES BY AVI (CANADA),,HOMES BY AVI (CANADA),4,"$632,794",,9041 46 ST NE,SAD,SADDLE RIDGE,51.13468759,-113.9660496,5,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building,9053 46 ST NE;9049 46 ST NE;9041 46 ST NE;9045 46 ST NE;9041 46 ST NE,"MULTIPOINT (-113.96604958550341 51.134687593640216,-113.96604963164877 51.13462466649334,-113.96604871057636 51.13451679109248,-113.96604966790574 51.1345752237346,-113.96617045296382 51.134527631861395)","{""type"":""MultiPoint"",""coordinates"":[[-113.9660496,51.1346876],[-113.9660496,51.1346247],[-113.9660487,51.1345168],[-113.9660497,51.1345752],[-113.9661705,51.1345276]]}",POINT (-113.96604958550341 51.134687593640216),"{""type"":""MultiPoint"",""coordinates"":[[-114.0224271,50.8569143],[-114.0226072,50.8569052],[-114.0225199,50.8569053],[-114.0212495,50.8564875],[-114.0229524,50.8569052],[-114.0226877,50.8569007],[-114.0228558,50.8569007],[-114.0227682,50.8569007],[-114.0226043,50.8568579],[-114.0228418,50.856855],[-114.022687,50.8568569],[-114.022935,50.8568588],[-114.0225209,50.8568579],[-114.0224186,50.856857],[-114.0227606,50.8568583]]}",POINT (-114.02242711915875 50.85691426503843),a,46 ST NE,82
BP2018-01699,Completed,2018-02-16,2018,2018-03-28,2019-10-08,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,4 unit row house - not stacked,HOMES BY AVI (CANADA),,,4,"$679,765",,9005 46 ST NE,SAD,SADDLE RIDGE,51.13408979,-113.966051,4,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel,9009 46 ST NE;9017 46 ST NE;9013 46 ST NE;9005 46 ST NE,"MULTIPOINT (-113.96605102404682 51.134089786007664,-113.96605094824103 51.13419316632956,-113.96604998762173 51.13413922848022,-113.966053320014 51.134017869912036)","{""type"":""MultiPoint"",""coordinates"":[[-113.966051,51.1340898],[-113.9660509,51.1341932],[-113.96605,51.1341392],[-113.9660533,51.1340179]]}",POINT (-113.96605102404682 51.134089786007664),"{""type"":""MultiPoint"",""coordinates"":[[-113.9365355,51.1534411],[-113.9366243,51.1532164],[-113.9366403,51.1535078],[-113.9365574,51.1535099],[-113.9367912,51.1535093],[-113.9371077,51.1535123],[-113.9367185,51.1535121],[-113.9369443,51.1535115],[-113.9368706,51.1535107],[-113.9370271,51.1535115]]}",POINT (-113.93653548550314 51.153441052150946),a,46 ST NE,82
BP2021-13536,Completed,2021-08-03,2021,2021-09-03,2022-09-14,2022,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,4 unit rowhouse w/ detached garage,,SUNDER CUSTOM HOMES,SUNDER CUSTOM HOMES,4,"$856,201",,2646 21 AV SW,RIC,RICHMOND,51.0348169,-114.1216404,5,Titled Parcel;Building;Building;Building;Building,2640 21 AV SW;2648 21 AV SW;2040 25A ST SW;2644 21 AV SW;2646 21 AV SW,"MULTIPOINT (-114.12164040250013 51.03481690036504,-114.12194672907805 51.034855785445224,-114.12203242399674 51.034858347973646,-114.12176400275959 51.0348554455702,-114.12185473789026 51.03485535100054)","{""type"":""MultiPoint"",""coordinates"":[[-114.1216404,51.0348169],[-114.1219467,51.0348558],[-114.1220324,51.0348583],[-114.121764,51.0348554],[-114.1218547,51.0348554]]}",POINT (-114.12164040250013 51.03481690036504),"{""type"":""MultiPoint"",""coordinates"":[[-114.144201,51.0449047],[-114.1444359,51.0448765],[-114.1443995,51.0448665],[-114.1444128,51.044884],[-114.1443887,51.0448775]]}",POINT (-114.14420096003859 51.044904706287305),a,21 AV SW,83
BP2020-16129,Completed,2020-11-03,2020,2020-11-26,2021-03-15,2021,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New 3 Unit Rowhouse (Seton - Building 5),,JAYMAN BUILT,JAYMAN BUILT,3,"$571,772",,3860 202 AV SE,SET,SETON,50.8672391,-113.9485522,3,Titled Parcel;Titled Parcel;Titled Parcel,3860 202 AV SE;3864 202 AV SE;3868 202 AV SE,"MULTIPOINT (-113.94855216423164 50.867239104693844,-113.94846466568522 50.86726603612032,-113.94837716703803 50.86729296748105)","{""type"":""MultiPoint"",""coordinates"":[[-113.9485522,50.8672391],[-113.9484647,50.867266],[-113.9483772,50.867293]]}",POINT (-113.94855216423164 50.867239104693844),"{""type"":""Point"",""coordinates"":[-114.055536,51.0649781]}",POINT (-114.05553597071624 51.06497809464968),a,202 AV SE,84
BP2020-14662,Completed,2020-10-08,2020,2021-02-10,2023-07-12,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New 4 Unit Rowhouse (Seton - Building 6),,JAYMAN BUILT,JAYMAN BUILT,4,"$827,981",,3872B 202 AV SE,SET,SETON,50.86732439,-113.9482801,12,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building Suite;Building Suite;Building Suite;Building Suite,3872 202 AV SE;3876 202 AV SE;3880 202 AV SE;3884 202 AV SE;3872 202 AV SE;3876 202 AV SE;3880 202 AV SE;3884 202 AV SE;3872B 202 AV SE;3880B 202 AV SE;3884B 202 AV SE;3876B 202 AV SE,"MULTIPOINT (-113.94828008818558 50.86732438953572,-113.94819258932289 50.86735132075775,-113.9481146704917 50.86737376116875,-113.94800714955335 50.86740517835394,-113.94834014643192 50.867394592136804,-113.94824803653525 50.86741595654413,-113.9481709517171 50.8674420832656,-113.94806567852824 50.86747057974974,-113.94837918347433 50.8674481269263,-113.94821336499625 50.86749990784312,-113.94810734668367 50.86752126596758,-113.94829458187124 50.86747567981606)","{""type"":""MultiPoint"",""coordinates"":[[-113.9482801,50.8673244],[-113.9481926,50.8673513],[-113.9481147,50.8673738],[-113.9480071,50.8674052],[-113.9483401,50.8673946],[-113.948248,50.867416],[-113.948171,50.8674421],[-113.9480657,50.8674706],[-113.9483792,50.8674481],[-113.9482134,50.8674999],[-113.9481073,50.8675213],[-113.9482946,50.8674757]]}",POINT (-113.94828008818558 50.86732438953572),"{""type"":""MultiPoint"",""coordinates"":[[-113.943355,50.8765593],[-113.9440227,50.876856],[-113.9440142,50.8768351],[-113.9437317,50.8768334],[-113.9438024,50.8768944],[-113.9441484,50.8767587],[-113.9438501,50.8768864],[-113.9440586,50.876848],[-113.9438048,50.8768732],[-113.9438282,50.8768692],[-113.9440726,50.8767721],[-113.9440348,50.8768316],[-113.9442196,50.8768223],[-113.9440107,50.8768582],[-113.9439358,50.8767971],[-113.9438617,50.8768106],[-113.9442233,50.8767993]]}",POINT (-113.94335500418644 50.87655932977655),a,202 AV SE,84
