PermitNum,StatusCurrent,AppliedDate,AppliedYear,IssuedDate,CompletedDate,CompletedYear,PermitType,PermitTypeMapped,PermitClass,PermitClassGroup,PermitClassMapped,WorkClass,WorkClassGroup,WorkClassMapped,Description,ApplicantName,ContractorIfNoApplicant,ContractorName,HousingUnits,EstProjectCost,TotalSqFt,OriginalAddress,CommunityCode,CommunityName,Latitude,Longitude,LocationCount,LocationTypes,LocationAddresses,LocationsWKT,LocationsGeoJSON,Point,LocationsGeoJSON2,Point3,Assessed Value,Address Without Unit Number,Cluster_ID
BP2017-14274,Completed,2017-10-24,2017,2017-11-15,2018-07-24,2018,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,New - Part 9 Group C - 5 unit Townhouse,TRICO HOMES,,,5,"$914,594",,310 SAGE HILL GV NW,SGH,SAGE HILL,51.17247822,-114.1353982,10,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building,308 SAGE HILL GV NW;304 SAGE HILL GV NW;306 SAGE HILL GV NW;302 SAGE HILL GV NW;310 SAGE HILL GV NW;310 SAGE HILL GV NW;302 SAGE HILL GV NW;304 SAGE HILL GV NW;308 SAGE HILL GV NW;306 SAGE HILL GV NW,"MULTIPOINT (-114.13539819676613 51.17247821862115,-114.13540895875002 51.172388310756226,-114.13540357061329 51.172433264697254,-114.13541476157377 51.172343356334615,-114.13539207817274 51.17252766817672,-114.13523400225462 51.17250690537469,-114.13526174438657 51.172335865266504,-114.1352549739054 51.17237760254355,-114.135240562087 51.172466471826745,-114.13524768372866 51.17242255867632)","{""type"":""MultiPoint"",""coordinates"":[[-114.1353982,51.1724782],[-114.135409,51.1723883],[-114.1354036,51.1724333],[-114.1354148,51.1723434],[-114.1353921,51.1725277],[-114.135234,51.1725069],[-114.1352617,51.1723359],[-114.135255,51.1723776],[-114.1352406,51.1724665],[-114.1352477,51.1724226]]}",POINT (-114.13539819676613 51.17247821862115),"{""type"":""MultiPoint"",""coordinates"":[[-113.9623052,51.1289781],[-113.962053,51.1293111],[-113.9621918,51.1293121],[-113.9621649,51.1293116],[-113.9620664,51.1293394],[-113.9620345,51.1293621],[-113.9620087,51.1293556],[-113.962054,51.1293543]]}",POINT (-113.96230519363854 51.12897805158412),a,SAGE HILL GV NW,77
BP2018-09066,Completed,2018-07-11,2018,2018-07-31,2019-10-11,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,6 PLEX non-stacked bldg (Block 12) at Verona (new),TRICO HOMES,,TRICO HOMES,6,"$1,161,926",,162 SAGE HILL GV NW,SGH,SAGE HILL,51.17192631,-114.1345724,12,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building,162 SAGE HILL GV NW;170 SAGE HILL GV NW;168 SAGE HILL GV NW;164 SAGE HILL GV NW;166 SAGE HILL GV NW;172 SAGE HILL GV NW;166 SAGE HILL GV NW;170 SAGE HILL GV NW;172 SAGE HILL GV NW;164 SAGE HILL GV NW;162 SAGE HILL GV NW;168 SAGE HILL GV NW,"MULTIPOINT (-114.13457236687633 51.171926314663416,-114.13456613920889 51.171742036219676,-114.1345662569446 51.17178248902289,-114.1345665185805 51.1718723841401,-114.13456638776238 51.17182743658166,-114.13456566519865 51.17169708905499,-114.13441606630316 51.171831681648484,-114.1344152350357 51.17174249735868,-114.13441483891675 51.17169969860449,-114.13441648202966 51.17187630525614,-114.1344168747022 51.1719179173935,-114.13441565070819 51.17178710298802)","{""type"":""MultiPoint"",""coordinates"":[[-114.1345724,51.1719263],[-114.1345661,51.171742],[-114.1345663,51.1717825],[-114.1345665,51.1718724],[-114.1345664,51.1718274],[-114.1345657,51.1716971],[-114.1344161,51.1718317],[-114.1344152,51.1717425],[-114.1344148,51.1716997],[-114.1344165,51.1718763],[-114.1344169,51.1719179],[-114.1344157,51.1717871]]}",POINT (-114.13457236687633 51.171926314663416),"{""type"":""MultiPoint"",""coordinates"":[[-114.0623867,50.8655212],[-114.0619318,50.8655214],[-114.0622025,50.8655213],[-114.0620293,50.8655214],[-114.0622891,50.8655212],[-114.0621159,50.8655213]]}",POINT (-114.06238665077679 50.86552117374948),a,SAGE HILL GV NW,77
BP2018-05800,Completed,2018-05-16,2018,2018-05-24,2019-02-19,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New - Verona - Part 9 Group C - 6 unit Townhouse,CLEM LAU ARCHITECTS & DESIGNERS,,,6,"$1,044,995",,146 SAGE HILL GV NW,SGH,SAGE HILL,51.17208363,-114.1345728,12,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building,152 SAGE HILL GV NW;148 SAGE HILL GV NW;146 SAGE HILL GV NW;154 SAGE HILL GV NW;150 SAGE HILL GV NW;156 SAGE HILL GV NW;154 SAGE HILL GV NW;146 SAGE HILL GV NW;156 SAGE HILL GV NW;148 SAGE HILL GV NW;152 SAGE HILL GV NW;150 SAGE HILL GV NW,"MULTIPOINT (-114.13457282476317 51.17208363111369,-114.13457307333205 51.17216903147064,-114.13457323032355 51.17222296853754,-114.13457269393794 51.172038683556906,-114.13457295558875 51.17212857867014,-114.13457255003057 51.17198924124404,-114.13441797634212 51.172036155568094,-114.13441963892996 51.17221453312675,-114.13441758016533 51.17199333883704,-114.13441922432054 51.17217029607067,-114.1344184299503 51.17208397041786,-114.13441880555652 51.17212462968195)","{""type"":""MultiPoint"",""coordinates"":[[-114.1345728,51.1720836],[-114.1345731,51.172169],[-114.1345732,51.172223],[-114.1345727,51.1720387],[-114.134573,51.1721286],[-114.1345726,51.1719892],[-114.134418,51.1720362],[-114.1344196,51.1722145],[-114.1344176,51.1719933],[-114.1344192,51.1721703],[-114.1344184,51.172084],[-114.1344188,51.1721246]]}",POINT (-114.13457282476317 51.17208363111369),"{""type"":""MultiPoint"",""coordinates"":[[-114.1347583,51.1721329],[-114.134759,51.1723981],[-114.1347588,51.1723127],[-114.1347589,51.1723576],[-114.1347585,51.1722228],[-114.1347619,51.172452],[-114.1347584,51.1721823],[-114.1347586,51.1722677],[-114.134916,51.1722642],[-114.1349135,51.1721343],[-114.1349169,51.1723098],[-114.1349194,51.1724405],[-114.1349144,51.1721772],[-114.1349152,51.1722228],[-114.1349178,51.1723534],[-114.1349186,51.1723977]]}",POINT (-114.13475825178725 51.172132860155),a,SAGE HILL GV NW,77
BP2017-16454,Completed,2017-12-19,2017,2018-03-01,2018-10-31,2018,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"Verona Townhouses Block 7, 8-Plex",TRICO HOMES,,,8,"$1,452,567",,241 SAGE HILL GV NW,SGH,SAGE HILL,51.17213667,-114.1353545,16,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building;Building;Building,249 SAGE HILL GV NW;245 SAGE HILL GV NW;251 SAGE HILL GV NW;255 SAGE HILL GV NW;253 SAGE HILL GV NW;247 SAGE HILL GV NW;241 SAGE HILL GV NW;243 SAGE HILL GV NW;243 SAGE HILL GV NW;249 SAGE HILL GV NW;241 SAGE HILL GV NW;255 SAGE HILL GV NW;247 SAGE HILL GV NW;253 SAGE HILL GV NW;251 SAGE HILL GV NW;245 SAGE HILL GV NW,"MULTIPOINT (-114.13535446844604 51.17213666665714,-114.13525262559678 51.17207835241969,-114.1354054108486 51.1721680711035,-114.13551634768329 51.17223086944442,-114.13545631155218 51.17219498080515,-114.13530352611266 51.17210526218838,-114.13513681441333 51.17201106468694,-114.13520168339682 51.172046947906175,-114.13530929441494 51.17197519483009,-114.13546166429265 51.17206476110013,-114.13525951683219 51.17194592850518,-114.13561553885565 51.172155215391015,-114.13540955164518 51.17203413113277,-114.13556520224245 51.172125626221444,-114.13551427837288 51.172095687118194,-114.13536026097115 51.17200515195276)","{""type"":""MultiPoint"",""coordinates"":[[-114.1353545,51.1721367],[-114.1352526,51.1720784],[-114.1354054,51.1721681],[-114.1355163,51.1722309],[-114.1354563,51.172195],[-114.1353035,51.1721053],[-114.1351368,51.1720111],[-114.1352017,51.1720469],[-114.1353093,51.1719752],[-114.1354617,51.1720648],[-114.1352595,51.1719459],[-114.1356155,51.1721552],[-114.1354096,51.1720341],[-114.1355652,51.1721256],[-114.1355143,51.1720957],[-114.1353603,51.1720052]]}",POINT (-114.13535446844604 51.17213666665714),"{""type"":""MultiPoint"",""coordinates"":[[-114.1096592,51.1873918],[-114.1095097,51.1874504],[-114.1097439,51.1873648],[-114.1094103,51.1874865],[-114.1095846,51.1874234],[-114.1097282,51.1874728],[-114.1098067,51.1874424],[-114.109656,51.1874992],[-114.1095034,51.1875566],[-114.1095792,51.1875274],[-114.1097896,51.1873891],[-114.109475,51.1875674],[-114.1097165,51.1874189],[-114.1095149,51.1874931],[-114.1096374,51.187444]]}",POINT (-114.10965918092901 51.18739183288556),a,SAGE HILL GV NW,77
BP2017-14278,Completed,2017-10-24,2017,2017-11-22,2018-09-19,2018,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"8-Plex Multi-family Verona -1, Block 6, Townhouse",TRICO HOMES,,,8,"$1,452,567",,401 SAGE HILL GV NW,SGH,SAGE HILL,51.17243276,-114.1358388,16,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building;Building;Building,411 SAGE HILL GV NW;407 SAGE HILL GV NW;405 SAGE HILL GV NW;413 SAGE HILL GV NW;403 SAGE HILL GV NW;415 SAGE HILL GV NW;409 SAGE HILL GV NW;401 SAGE HILL GV NW;403 SAGE HILL GV NW;405 SAGE HILL GV NW;411 SAGE HILL GV NW;401 SAGE HILL GV NW;407 SAGE HILL GV NW;409 SAGE HILL GV NW;415 SAGE HILL GV NW;413 SAGE HILL GV NW,"MULTIPOINT (-114.13583883215992 51.172432760133944,-114.13574238022134 51.17236994529536,-114.13569415435036 51.1723385378459,-114.13588708573792 51.17246866226161,-114.13564592854488 51.17230713037635,-114.13594090207573 51.17250455790566,-114.13579060615787 51.1724013527247,-114.13558603521305 51.1722712416385,-114.13575122570101 51.17224120480245,-114.13580161269348 51.172273256967316,-114.1359511551065 51.17236836343533,-114.13570151216514 51.17220959232211,-114.13584841804557 51.17230302093624,-114.13590214328751 51.17233719071294,-114.13604849124957 51.17243026913009,-114.13600012398602 51.17239950022883)","{""type"":""MultiPoint"",""coordinates"":[[-114.1358388,51.1724328],[-114.1357424,51.1723699],[-114.1356942,51.1723385],[-114.1358871,51.1724687],[-114.1356459,51.1723071],[-114.1359409,51.1725046],[-114.1357906,51.1724014],[-114.135586,51.1722712],[-114.1357512,51.1722412],[-114.1358016,51.1722733],[-114.1359512,51.1723684],[-114.1357015,51.1722096],[-114.1358484,51.172303],[-114.1359021,51.1723372],[-114.1360485,51.1724303],[-114.1360001,51.1723995]]}",POINT (-114.13583883215992 51.172432760133944),"{""type"":""MultiPoint"",""coordinates"":[[-114.0650702,50.8641487],[-114.065197,50.8641381],[-114.0651968,50.8639811],[-114.0651991,50.8640225],[-114.0651981,50.8640996],[-114.0651978,50.8638705],[-114.0651969,50.8640618],[-114.0651978,50.863909],[-114.0651968,50.8639462]]}",POINT (-114.06507020690486 50.8641487316446),a,SAGE HILL GV NW,77
BP2018-09068,Completed,2018-07-11,2018,2018-07-28,2020-04-17,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New- Part 9 Group C -  - Verona 1 - 12 unit townhouse,TRICO HOMES,,TRICO HOMES,6,"$1,160,605",,102 SAGE HILL GV NW,SGH,SAGE HILL,51.17263145,-114.135045,12,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building,106 SAGE HILL GV NW;108 SAGE HILL GV NW;104 SAGE HILL GV NW;110 SAGE HILL GV NW;112 SAGE HILL GV NW;102 SAGE HILL GV NW;110 SAGE HILL GV NW;102 SAGE HILL GV NW;104 SAGE HILL GV NW;106 SAGE HILL GV NW;108 SAGE HILL GV NW;112 SAGE HILL GV NW,"MULTIPOINT (-114.13504500529262 51.1726314490332,-114.13497709694435 51.17262253785892,-114.13511292796699 51.17264036015149,-114.13490917432222 51.17261362666169,-114.13483201512291 51.17260023129997,-114.1351996254194 51.17265374430578,-114.13487372622286 51.17270244823516,-114.13514994597536 51.17274144073596,-114.13508120573226 51.17273173950365,-114.13501246551793 51.1727220382309,-114.134939748246 51.17271176617436,-114.1348103079046 51.17269349582969)","{""type"":""MultiPoint"",""coordinates"":[[-114.135045,51.1726314],[-114.1349771,51.1726225],[-114.1351129,51.1726404],[-114.1349092,51.1726136],[-114.134832,51.1726002],[-114.1351996,51.1726537],[-114.1348737,51.1727024],[-114.1351499,51.1727414],[-114.1350812,51.1727317],[-114.1350125,51.172722],[-114.1349397,51.1727118],[-114.1348103,51.1726935]]}",POINT (-114.13504500529262 51.1726314490332),,,,SAGE HILL GV NW,77
BP2018-04141,Completed,2018-04-16,2018,2018-05-08,2020-01-29,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New - Part 9 Group C - 8 unit Townhouse,TRICO HOMES,,,8,"$1,453,754",,201 SAGE HILL GV NW,SGH,SAGE HILL,51.1715352,-114.1346288,16,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building;Building;Building,211 SAGE HILL GV NW;207 SAGE HILL GV NW;205 SAGE HILL GV NW;215 SAGE HILL GV NW;213 SAGE HILL GV NW;201 SAGE HILL GV NW;209 SAGE HILL GV NW;203 SAGE HILL GV NW;215 SAGE HILL GV NW;203 SAGE HILL GV NW;213 SAGE HILL GV NW;211 SAGE HILL GV NW;205 SAGE HILL GV NW;201 SAGE HILL GV NW;209 SAGE HILL GV NW;207 SAGE HILL GV NW,"MULTIPOINT (-114.13462875625873 51.1715352047118,-114.13455589038574 51.1714633722005,-114.13451756283338 51.17142745810595,-114.13471470416215 51.17161601165617,-114.1346660544104 51.17157111995424,-114.13443577557936 51.17135114100479,-114.13459421799767 51.17149928628222,-114.13447927823945 51.17139154394929,-114.13482831101724 51.17156051419481,-114.13459907850519 51.17134162209493,-114.13479036834632 51.17152428511259,-114.13475344386562 51.17148903470522,-114.1346364616468 51.171377321501105,-114.13455855504672 51.17130291479168,-114.13471522880704 51.17145252723615,-114.1346738018164 51.17141297599691)","{""type"":""MultiPoint"",""coordinates"":[[-114.1346288,51.1715352],[-114.1345559,51.1714634],[-114.1345176,51.1714275],[-114.1347147,51.171616],[-114.1346661,51.1715711],[-114.1344358,51.1713511],[-114.1345942,51.1714993],[-114.1344793,51.1713915],[-114.1348283,51.1715605],[-114.1345991,51.1713416],[-114.1347904,51.1715243],[-114.1347534,51.171489],[-114.1346365,51.1713773],[-114.1345586,51.1713029],[-114.1347152,51.1714525],[-114.1346738,51.171413]]}",POINT (-114.13462875625873 51.1715352047118),,,,SAGE HILL GV NW,77
BP2018-04142,Completed,2018-04-16,2018,2018-05-08,2018-12-13,2018,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New - Part 9 Group C - 8 unit Townhouse,TRICO HOMES,,,8,"$1,481,400",,133 SAGE HILL GV NW,SGH,SAGE HILL,51.17213286,-114.1347583,16,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building;Building;Building,147 SAGE HILL GV NW;135 SAGE HILL GV NW;139 SAGE HILL GV NW;137 SAGE HILL GV NW;143 SAGE HILL GV NW;133 SAGE HILL GV NW;145 SAGE HILL GV NW;141 SAGE HILL GV NW;141 SAGE HILL GV NW;147 SAGE HILL GV NW;139 SAGE HILL GV NW;133 SAGE HILL GV NW;145 SAGE HILL GV NW;143 SAGE HILL GV NW;137 SAGE HILL GV NW;135 SAGE HILL GV NW,"MULTIPOINT (-114.13475825178725 51.172132860155,-114.13475902472791 51.172398050728724,-114.13475877581352 51.172312650375794,-114.13475890682095 51.17235759793012,-114.13475851379971 51.1722227552661,-114.13476192752714 51.17245198463054,-114.13475839589393 51.17218230246627,-114.13475864480645 51.17226770282111,-114.13491604821982 51.172264177301194,-114.13491353864924 51.17213433526112,-114.13491692499464 51.172309816190435,-114.1349194369199 51.17244045829296,-114.13491436433506 51.172177169473414,-114.13491524115888 51.17222282634238,-114.13491776716424 51.172353396514325,-114.1349186113554 51.1723976690302)","{""type"":""MultiPoint"",""coordinates"":[[-114.1347583,51.1721329],[-114.134759,51.1723981],[-114.1347588,51.1723127],[-114.1347589,51.1723576],[-114.1347585,51.1722228],[-114.1347619,51.172452],[-114.1347584,51.1721823],[-114.1347586,51.1722677],[-114.134916,51.1722642],[-114.1349135,51.1721343],[-114.1349169,51.1723098],[-114.1349194,51.1724405],[-114.1349144,51.1721772],[-114.1349152,51.1722228],[-114.1349178,51.1723534],[-114.1349186,51.1723977]]}",POINT (-114.13475825178725 51.172132860155),,,,SAGE HILL GV NW,77
BP2018-05804,Completed,2018-05-16,2018,2018-05-24,2018-12-19,2018,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New - Verona - Part 9 Group C - 6 unit Townhouse,CLEM LAU ARCHITECTS & DESIGNERS,,,6,"$1,044,995",,130 SAGE HILL GV NW,SGH,SAGE HILL,51.1722814,-114.1345734,12,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building,140 SAGE HILL GV NW;134 SAGE HILL GV NW;136 SAGE HILL GV NW;138 SAGE HILL GV NW;132 SAGE HILL GV NW;130 SAGE HILL GV NW;130 SAGE HILL GV NW;134 SAGE HILL GV NW;132 SAGE HILL GV NW;138 SAGE HILL GV NW;136 SAGE HILL GV NW;140 SAGE HILL GV NW,"MULTIPOINT (-114.13457340039821 51.172281400359445,-114.13457380474604 51.17242523255038,-114.13457367391825 51.172380284996244,-114.13457354309081 51.172335337441744,-114.13457392249133 51.172465685348826,-114.13457407948546 51.17251962241297,-114.13442237940936 51.17250788566882,-114.13442156860927 51.17242083188711,-114.13442198322362 51.17246506894126,-114.13442075574784 51.17233306793271,-114.13442115193106 51.17237588466124,-114.13442034113609 51.172288830877534)","{""type"":""MultiPoint"",""coordinates"":[[-114.1345734,51.1722814],[-114.1345738,51.1724252],[-114.1345737,51.1723803],[-114.1345735,51.1723353],[-114.1345739,51.1724657],[-114.1345741,51.1725196],[-114.1344224,51.1725079],[-114.1344216,51.1724208],[-114.134422,51.1724651],[-114.1344208,51.1723331],[-114.1344212,51.1723759],[-114.1344203,51.1722888]]}",POINT (-114.13457340039821 51.172281400359445),,,,SAGE HILL GV NW,77
BP2019-08833,Completed,2019-07-09,2019,2019-07-17,2019-12-11,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,4 plex row house,TRUMAN HOMES 1995,,TRUMAN HOMES 1995,4,"$670,000",,1254 CARRINGTON BV NW,CAR,CARRINGTON,51.1791206,-114.0895653,4,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel,1266 CARRINGTON BV NW;1262 CARRINGTON BV NW;1258 CARRINGTON BV NW;1254 CARRINGTON BV NW,"MULTIPOINT (-114.08956526774864 51.179120600948,-114.08946675668194 51.17906224438863,-114.0893975512095 51.17902633917696,-114.08928199003233 51.17898147977939)","{""type"":""MultiPoint"",""coordinates"":[[-114.0895653,51.1791206],[-114.0894668,51.1790622],[-114.0893976,51.1790263],[-114.089282,51.1789815]]}",POINT (-114.08956526774864 51.179120600948),"{""type"":""MultiPoint"",""coordinates"":[[-113.9514323,51.1700699],[-113.9524004,51.169274],[-113.9523379,51.169271],[-113.952459,51.1692734],[-113.9522698,51.1692721]]}",POINT (-113.95143225852655 51.170069868811844),a,CARRINGTON BV NW,78
BP2019-09573,Completed,2019-07-22,2019,2019-08-12,2020-01-27,2020,Commercial / Multi Family Project,Building,1508 - Apt Fourplex,Apartment,Residential,New,New,New,4 plex row house,TRUMAN HOMES 1995,,TRUMAN HOMES 1995,4,"$746,958",,1285 CARRINGTON BV NW,CAR,CARRINGTON,51.17936282,-114.0902132,4,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel,1293 CARRINGTON BV NW;1297 CARRINGTON BV NW;1289 CARRINGTON BV NW;1285 CARRINGTON BV NW,"MULTIPOINT (-114.09021315146099 51.17936282043001,-114.09024188405087 51.17942123019912,-114.09018771166154 51.179313397642474,-114.09016281216257 51.179254984905214)","{""type"":""MultiPoint"",""coordinates"":[[-114.0902132,51.1793628],[-114.0902419,51.1794212],[-114.0901877,51.1793134],[-114.0901628,51.179255]]}",POINT (-114.09021315146099 51.17936282043001),"{""type"":""MultiPoint"",""coordinates"":[[-114.2000431,51.0332572],[-114.1996303,51.0341981],[-114.199629,51.0343062],[-114.1996288,51.0342484],[-114.1996292,51.0343555]]}",POINT (-114.20004307600422 51.033257152777),a,CARRINGTON BV NW,78
BP2018-16593,Completed,2018-12-21,2018,2019-01-11,2019-08-14,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,,TRICOR DESIGN GROUP,,,5,"$930,000",,1233 CARRINGTON BV NW,CAR,CARRINGTON,51.17866703,-114.0890354,6,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building,1225 CARRINGTON BV NW;1217 CARRINGTON BV NW;1221 CARRINGTON BV NW;1233 CARRINGTON BV NW;1229 CARRINGTON BV NW;1233 CARRINGTON BV NW,"MULTIPOINT (-114.0890354184077 51.17866703419596,-114.08885425904495 51.1786536876238,-114.08894910350234 51.17865811032063,-114.0892066926848 51.178693872317346,-114.08912078942137 51.17867595872658,-114.08923151331888 51.17859367408642)","{""type"":""MultiPoint"",""coordinates"":[[-114.0890354,51.178667],[-114.0888543,51.1786537],[-114.0889491,51.1786581],[-114.0892067,51.1786939],[-114.0891208,51.178676],[-114.0892315,51.1785937]]}",POINT (-114.0890354184077 51.17866703419596),"{""type"":""MultiPoint"",""coordinates"":[[-114.06624,51.1839231],[-114.0660846,51.1839915],[-114.0660841,51.1840432],[-114.0660806,51.1839519],[-114.0660854,51.1841246],[-114.0660847,51.1840764]]}",POINT (-114.0662399845312 51.18392305264949),a,CARRINGTON BV NW,78
BP2019-08835,Completed,2019-07-09,2019,2019-07-17,2019-12-02,2019,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,4 plex row house,TRUMAN HOMES 1995,,TRUMAN HOMES 1995,4,"$670,000",,1222 CARRINGTON BV NW,CAR,CARRINGTON,51.17893666,-114.0891127,4,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel,1246 CARRINGTON BV NW;1222 CARRINGTON BV NW;1238 CARRINGTON BV NW;1230 CARRINGTON BV NW,"MULTIPOINT (-114.08911271086586 51.17893666119398,-114.08876174288713 51.178900969870575,-114.08898146129548 51.17891428726681,-114.08889524605246 51.17890536327622)","{""type"":""MultiPoint"",""coordinates"":[[-114.0891127,51.1789367],[-114.0887617,51.178901],[-114.0889815,51.1789143],[-114.0888952,51.1789054]]}",POINT (-114.08911271086586 51.17893666119398),"{""type"":""MultiPoint"",""coordinates"":[[-113.9324612,51.1532095],[-113.9320093,51.1534918],[-113.9320066,51.1534353],[-113.9320068,51.1533253],[-113.9320064,51.1535442],[-113.9320067,51.1533806]]}",POINT (-113.93246117296273 51.153209536773105),a,CARRINGTON BV NW,78
BP2018-16594,Completed,2018-12-21,2018,2019-01-10,2019-08-01,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,,TRICOR DESIGN GROUP,,,4,"$744,000",,1213 CARRINGTON BV NW,CAR,CARRINGTON,51.17865383,-114.0886638,5,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building,1209 CARRINGTON BV NW;1213 CARRINGTON BV NW;1205 CARRINGTON BV NW;1201 CARRINGTON BV NW;1213 CARRINGTON BV NW,"MULTIPOINT (-114.08866377221992 51.178653832132426,-114.08875513267047 51.17865376286254,-114.08857493751391 51.17865839418301,-114.08847862860053 51.17865846705447,-114.08874669910593 51.17855929830635)","{""type"":""MultiPoint"",""coordinates"":[[-114.0886638,51.1786538],[-114.0887551,51.1786538],[-114.0885749,51.1786584],[-114.0884786,51.1786585],[-114.0887467,51.1785593]]}",POINT (-114.08866377221992 51.178653832132426),,,,CARRINGTON BV NW,78
BP2019-09569,Completed,2019-07-22,2019,2019-08-16,2019-12-16,2019,Commercial / Multi Family Project,Building,1508 - Apt Fourplex,Apartment,Residential,New,New,New,4 plex row house,TRUMAN HOMES 1995,,TRUMAN HOMES 1995,4,"$746,958",,1257 CARRINGTON BV NW,CAR,CARRINGTON,51.17890915,-114.089816,4,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel,1257 CARRINGTON BV NW;1261 CARRINGTON BV NW;1269 CARRINGTON BV NW;1265 CARRINGTON BV NW,"MULTIPOINT (-114.08981595801481 51.178909154868975,-114.08986741249598 51.17895855776163,-114.08998122227545 51.179043870803284,-114.08992242509807 51.17899896836885)","{""type"":""MultiPoint"",""coordinates"":[[-114.089816,51.1789092],[-114.0898674,51.1789586],[-114.0899812,51.1790439],[-114.0899224,51.178999]]}",POINT (-114.08981595801481 51.178909154868975),,,,CARRINGTON BV NW,78
BP2019-08831,Completed,2019-07-09,2019,2019-08-01,2020-05-28,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,4 plex row house,TRUMAN HOMES 1995,,TRUMAN HOMES 1995,4,"$670,000",,1274 CARRINGTON BV NW,CAR,CARRINGTON,51.17921041,-114.089679,4,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel,1274 CARRINGTON BV NW;1298 CARRINGTON BV NW;1282 CARRINGTON BV NW;1290 CARRINGTON BV NW,"MULTIPOINT (-114.08967898597618 51.17921040911505,-114.08982923918602 51.1794215477434,-114.0897463540081 51.17928676844197,-114.08978170467438 51.179336183720736)","{""type"":""MultiPoint"",""coordinates"":[[-114.089679,51.1792104],[-114.0898292,51.1794215],[-114.0897464,51.1792868],[-114.0897817,51.1793362]]}",POINT (-114.08967898597618 51.17921040911505),,,,CARRINGTON BV NW,78
BP2018-15305,Completed,2018-11-21,2018,2019-01-08,2019-05-31,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,,TRICOR DESIGN GROUP,,TRUMAN HOMES 1995,4,"$744,000",,1249 CARRINGTON BV NW,CAR,CARRINGTON,51.17878351,-114.0895494,5,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building,1249 CARRINGTON BV NW;1237 CARRINGTON BV NW;1241 CARRINGTON BV NW;1245 CARRINGTON BV NW;1249 CARRINGTON BV NW,"MULTIPOINT (-114.08954938300549 51.17878350581185,-114.08929089408812 51.17871178714383,-114.08938103954044 51.178734192133014,-114.08946151698352 51.17875660444554,-114.08960699359346 51.178696182374246)","{""type"":""MultiPoint"",""coordinates"":[[-114.0895494,51.1787835],[-114.0892909,51.1787118],[-114.089381,51.1787342],[-114.0894615,51.1787566],[-114.089607,51.1786962]]}",POINT (-114.08954938300549 51.17878350581185),,,,CARRINGTON BV NW,78
