PermitNum,StatusCurrent,AppliedDate,AppliedYear,IssuedDate,CompletedDate,YearCompleted,PermitType,PermitTypeMapped,PermitClass,PermitClassGroup,PermitClassMapped,WorkClass,WorkClassGroup,WorkClassMapped,Description,ApplicantName,Contractor if no applicant,ContractorName,HousingUnits,EstProjectCost,Project Number,Project Number Hardcoded,OriginalAddress,CommunityCode,CommunityName,Latitude,Longitude,LocationCount,LocationTypes,LocationAddresses,LocationsWKT,LocationsGeoJSON,Point,ADDRESS,Assessed Value Before,Assessed Value After
BP2018-12773,Completed,2018-09-21,2018,2018-11-09,2021-05-26,2021,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Bowness Fourplex (new) + garage (new),ARCHI DESIGN,,,4,"$700,000",98,98,1911 42 ST NW,MON,MONTGOMERY,51.06810333,-114.1542594,5,Titled Parcel;Building;Building;Building;Building,4304 BOWNESS RD NW;4302 BOWNESS RD NW;1915 42 ST NW;1911 42 ST NW;1913 42 ST NW,"MULTIPOINT (-114.15425943459869 51.06810332501558,-114.1541755703119 51.06808673278223,-114.15394152035793 51.06820263982819,-114.15410658303219 51.06811608523266,-114.15400595658468 51.06816473527362)","{""type"":""MultiPoint"",""coordinates"":[[-114.1542594,51.0681033],[-114.1541756,51.0680867],[-114.1539415,51.0682026],[-114.1541066,51.0681161],[-114.154006,51.0681647]]}",POINT (-114.15425943459869 51.06810332501558),1911 42 ST NW,a,
BP2020-01188,Completed,2020-01-31,2020,2020-02-12,2022-04-20,2022,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,4 plex townhouse,CAMBRIDGE HOMES,,CAMBRIDGE HOMES,4,"$723,497",98,98,1757 45 ST NW,MON,MONTGOMERY,51.07070183,-114.1605748,5,Titled Parcel;Building;Building;Building;Building,1751 45 ST NW;4603 17 AV NW;1755 45 ST NW;1757 45 ST NW;1759 45 ST NW,"MULTIPOINT (-114.16057484450076 51.0707018343491,-114.16043701340612 51.07088863178531,-114.16055897432639 51.070775059275825,-114.16048737029563 51.07081103549145,-114.16037568160796 51.07084176273811)","{""type"":""MultiPoint"",""coordinates"":[[-114.1605748,51.0707018],[-114.160437,51.0708886],[-114.160559,51.0707751],[-114.1604874,51.070811],[-114.1603757,51.0708418]]}",POINT (-114.16057484450076 51.0707018343491),1757 45 ST NW,a,
BP2018-03387,Completed,2018-03-29,2018,2018-07-04,2019-10-18,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"Constructed Concept Developments 4 Plex: 3 storey, 4 residential units",CONSTRUCTED CONCEPT DEVELOPMENTS,,,4,"$876,033",98,98,1941 46 ST NW,MON,MONTGOMERY,51.07305786,-114.1600456,5,Titled Parcel;Building;Building;Building;Building,1937 46 ST NW;1941 46 ST NW;4703 19 AV NW;1943 46 ST NW;1945 46 ST NW,"MULTIPOINT (-114.16004558591432 51.07305786111163,-114.16001570737585 51.073141038725794,-114.15979168103802 51.07325370736749,-114.15994408517632 51.073172924305105,-114.15986252116656 51.07321012735666)","{""type"":""MultiPoint"",""coordinates"":[[-114.1600456,51.0730579],[-114.1600157,51.073141],[-114.1597917,51.0732537],[-114.1599441,51.0731729],[-114.1598625,51.0732101]]}",POINT (-114.16004558591432 51.07305786111163),1941 46 ST NW,a,
BP2018-06485,Completed,2018-05-29,2018,2018-07-18,2020-05-12,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Part 9 (9.10.15) - Residential 2 Storey Rowhouse,JG DESIGN,,MAGNAT DEVELOPMENTS,4,"$750,000",98,98,1910 48 ST NW,MON,MONTGOMERY,51.07495007,-114.1633837,5,Titled Parcel;Building;Building;Building;Building,4840 BOWNESS RD NW;1910 48 ST NW;4842 BOWNESS RD NW;1918 48 ST NW;1914 48 ST NW,"MULTIPOINT (-114.1633836981166 51.07495006920374,-114.16333330876276 51.075038607192894,-114.16339171750884 51.0750067110469,-114.16321176452978 51.075101507026424,-114.16327205602035 51.07506931165223)","{""type"":""MultiPoint"",""coordinates"":[[-114.1633837,51.0749501],[-114.1633333,51.0750386],[-114.1633917,51.0750067],[-114.1632118,51.0751015],[-114.1632721,51.0750693]]}",POINT (-114.1633836981166 51.07495006920374),1910 48 ST NW,a,
BP2020-10693,Completed,2020-08-06,2020,2020-08-21,2022-08-04,2022,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,4-plex,JOHN TRINH & ASSOCIATES,,GREEN CEDAR HOMES,4,"$717,803",98,98,#4 4316 BOWNESS RD NW,MON,MONTGOMERY,51.06839052,-114.1546185,6,Titled Parcel;Building;Building Suite;Building Suite;Building Suite;Building Suite,4316 BOWNESS RD NW;4316 BOWNESS RD NW;#3 4316 BOWNESS RD NW;#2 4316 BOWNESS RD NW;#1 4316 BOWNESS RD NW;#4 4316 BOWNESS RD NW,"MULTIPOINT (-114.15461845663165 51.06839052121605,-114.15449393863936 51.06845421607691,-114.15455510180895 51.06845747040819,-114.15440789860645 51.068465746677894,-114.15449984884366 51.06841663130645,-114.15446390616124 51.068506108371416)","{""type"":""MultiPoint"",""coordinates"":[[-114.1546185,51.0683905],[-114.1544939,51.0684542],[-114.1545551,51.0684575],[-114.1544079,51.0684657],[-114.1544998,51.0684166],[-114.1544639,51.0685061]]}",POINT (-114.15461845663165 51.06839052121605),4316 BOWNESS RD NW,a,
BP2020-13130,Completed,2020-09-15,2020,2020-09-30,2022-08-30,2022,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,4plex townhouse,JOHN TRINH & ASSOCIATES,,GREEN CEDAR HOMES,4,"$718,470",98,98,#3 4320 BOWNESS RD NW,MON,MONTGOMERY,51.06849317,-114.1547584,6,Titled Parcel;Building;Building Suite;Building Suite;Building Suite;Building Suite,4320 BOWNESS RD NW;4320 BOWNESS RD NW;#1 4320 BOWNESS RD NW;#2 4320 BOWNESS RD NW;#3 4320 BOWNESS RD NW;#4 4320 BOWNESS RD NW,"MULTIPOINT (-114.15475843894355 51.06849316919913,-114.15464007114892 51.06855281969571,-114.15466068823481 51.06850997446502,-114.15457118733045 51.0685576663505,-114.15471461097228 51.06854974547607,-114.15462417034183 51.06859803196587)","{""type"":""MultiPoint"",""coordinates"":[[-114.1547584,51.0684932],[-114.1546401,51.0685528],[-114.1546607,51.06851],[-114.1545712,51.0685577],[-114.1547146,51.0685497],[-114.1546242,51.068598]]}",POINT (-114.15475843894355 51.06849316919913),4320 BOWNESS RD NW,a,
BP2022-08620,Completed,2022-05-20,2022,2022-07-26,2023-05-26,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,new 4 unit townhouse (front/back),K5 DESIGNS,,GILL BROTHERS PLUMBING & HEATING,4,"$1,656,997",98,98,#1 4823 BOWNESS RD NW,MON,MONTGOMERY,51.07443346,-114.1631697,5,Titled Parcel;Building;Building;Building;Building,4823 BOWNESS RD NW;#2 4823 BOWNESS RD NW;#2 4821 BOWNESS RD NW;#1 4823 BOWNESS RD NW;#1 4821 BOWNESS RD NW,"MULTIPOINT (-114.16316967322295 51.07443346069739,-114.16338057852909 51.07431947346717,-114.16332946704699 51.07427970255862,-114.16327741587868 51.07437431988963,-114.16323102246528 51.07433305904911)","{""type"":""MultiPoint"",""coordinates"":[[-114.1631697,51.0744335],[-114.1633806,51.0743195],[-114.1633295,51.0742797],[-114.1632774,51.0743743],[-114.163231,51.0743331]]}",POINT (-114.16316967322295 51.07443346069739),4823 BOWNESS RD NW,a,
BP2017-08627,Completed,2017-07-10,2017,2017-09-01,2018-11-22,2018,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,9.10.15. - 4 Unit Row House,TRICOR DESIGN GROUP,,,4,"$803,000",99,99,1881 47 ST NW,MON,MONTGOMERY,51.07390405,-114.1624664,5,Titled Parcel;Building;Building;Building;Building,4803 BOWNESS RD NW;1883 47 ST NW;4801 BOWNESS RD NW;1881 47 ST NW;1885 47 ST NW,"MULTIPOINT (-114.16246637479715 51.0739040481948,-114.16258015297102 51.07375933571292,-114.16245120056443 51.07385352921366,-114.16265122397047 51.073737364922714,-114.16252302544865 51.073798223662834)","{""type"":""MultiPoint"",""coordinates"":[[-114.1624664,51.073904],[-114.1625802,51.0737593],[-114.1624512,51.0738535],[-114.1626512,51.0737374],[-114.162523,51.0737982]]}",POINT (-114.16246637479715 51.0739040481948),1881 47 ST NW,a,
BP2019-05034,Completed,2019-05-02,2019,2019-06-03,2020-06-23,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New four plex,TRICOR DESIGN GROUP,,CHANDAN HOMES,4,"$802,100",99,99,#2 4506 17 AV NW,MON,MONTGOMERY,51.06985072,-114.1584414,5,Titled Parcel;Building;Building;Building;Building,4504 17 AV NW;#2 4506 17 AV NW;#1 4506 17 AV NW;1802 44 ST NW;1806 44 ST NW,"MULTIPOINT (-114.15844141976785 51.069850723751856,-114.15828800404158 51.07000061909776,-114.15839500845982 51.06993957792576,-114.15834955234367 51.06989444827917,-114.15823349405267 51.069957398492356)","{""type"":""MultiPoint"",""coordinates"":[[-114.1584414,51.0698507],[-114.158288,51.0700006],[-114.158395,51.0699396],[-114.1583496,51.0698944],[-114.1582335,51.0699574]]}",POINT (-114.15844141976785 51.069850723751856),4506 17 AV NW,a,
BP2021-05271,Completed,2021-04-05,2021,2021-05-27,2022-03-18,2022,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,4 Plex Townhouse,TRICOR DESIGN GROUP,,,4,"$1,219,588",99,99,#3 4612 17 AV NW,MON,MONTGOMERY,51.07126854,-114.1603163,5,Titled Parcel;Building;Building;Building;Building,4612 17 AV NW;#3 4612 17 AV NW;#1 4612 17 AV NW;#4 4612 17 AV NW;#2 4612 17 AV NW,"MULTIPOINT (-114.16031627169444 51.07126854032222,-114.16024709585578 51.07133030450446,-114.1601997880177 51.07129529153662,-114.1601425317474 51.071387532381436,-114.16009332823288 51.07135311528787)","{""type"":""MultiPoint"",""coordinates"":[[-114.1603163,51.0712685],[-114.1602471,51.0713303],[-114.1601998,51.0712953],[-114.1601425,51.0713875],[-114.1600933,51.0713531]]}",POINT (-114.16031627169444 51.07126854032222),4612 17 AV NW,a,
BP2021-19199,Completed,2021-11-05,2021,2022-01-14,2023-01-11,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"4-Unit Residential Rowhouse; located at 1803, 1805, 1807 50 ST NW & 5104 17 AV NW",TRICOR DESIGN GROUP,,CHANDAN HOMES,4,"$902,493",99,99,1807 50 ST NW,MON,MONTGOMERY,51.07597119,-114.1660115,5,Titled Parcel;Building;Building;Building;Building,1809 50 ST NW;1805 50 ST NW;1803 50 ST NW;5104 17 AV NW;1807 50 ST NW,"MULTIPOINT (-114.16601151973045 51.07597119216368,-114.16617090469143 51.07595942295763,-114.16617090469143 51.07595942295763,-114.16617427244994 51.075959418170655,-114.16617761833922 51.0759572918472)","{""type"":""MultiPoint"",""coordinates"":[[-114.1660115,51.0759712],[-114.1661709,51.0759594],[-114.1661709,51.0759594],[-114.1661743,51.0759594],[-114.1661776,51.0759573]]}",POINT (-114.16601151973045 51.07597119216368),1807 50 ST NW,a,
BP2022-04876,Completed,2022-03-30,2022,2022-05-13,2023-06-20,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New 4-plex.,TRICOR DESIGN GROUP,,,4,"$1,262,771",99,99,#1 4411 17 AV NW,MON,MONTGOMERY,51.06874636,-114.1574271,5,Titled Parcel;Building;Building;Building;Building,4411 17 AV NW;#1 4411 17 AV NW;#4 4411 17 AV NW;#3 4411 17 AV NW;#2 4411 17 AV NW,"MULTIPOINT (-114.15742713122278 51.068746360697105,-114.15761679883599 51.068642184154186,-114.15761679883599 51.068642184154186,-114.15761679883599 51.068642184154186,-114.15761679883599 51.068642184154186)","{""type"":""MultiPoint"",""coordinates"":[[-114.1574271,51.0687464],[-114.1576168,51.0686422],[-114.1576168,51.0686422],[-114.1576168,51.0686422],[-114.1576168,51.0686422]]}",POINT (-114.15742713122278 51.068746360697105),4411 17 AV NW,a,
BP2019-06630,Completed,2019-05-30,2019,2019-07-03,2020-02-03,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,,EAGLE CREST CONSTRUCTION,,EAGLE CREST CONSTRUCTION,4,"$791,581",100,100,2111 5 ST NW,MOP,MOUNT PLEASANT,51.07092793,-114.0741632,1,Titled Parcel,2111 5 ST NW,POINT (-114.07416321637929 51.07092793129232),"{""type"":""Point"",""coordinates"":[-114.0741632,51.0709279]}",POINT (-114.07416321637929 51.07092793129232),2111 5 ST NW,a,
BP2017-15153,Completed,2017-11-16,2017,2017-12-19,2019-08-26,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"Elevated Developments 4 Plex: New 2 storey, 4 residential units",ELEVATED DEVELOPMENTS,,,4,"$723,900",100,100,2004 4 ST NW,MOP,MOUNT PLEASANT,51.06981497,-114.0713338,5,Titled Parcel;Building;Building;Building;Building,470 19 AV NW;2008 4 ST NW;2006 4 ST NW;468 19 AV NW;2004 4 ST NW,"MULTIPOINT (-114.07133382442892 51.06981496986454,-114.07128264439291 51.070010347167965,-114.07128049818586 51.069969319506676,-114.07127544281396 51.06987358233159,-114.07128024729907 51.06992674446177)","{""type"":""MultiPoint"",""coordinates"":[[-114.0713338,51.069815],[-114.0712826,51.0700103],[-114.0712805,51.0699693],[-114.0712754,51.0698736],[-114.0712802,51.0699267]]}",POINT (-114.07133382442892 51.06981496986454),2004 4 ST NW,a,
BP2023-04772,Completed,2023-04-12,2023,2025-03-04,2026-04-10,2026,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,4 Unit Residential Rowhouse - Building B,FORMED ALLIANCE ARCHITECTURE STUDIO,,STONE WEST HOMES,4,"$502,585",101,101,#103 1810 4 ST NW,MOP,MOUNT PLEASANT,51.06828671,-114.0713537,6,Titled Parcel;Building;Building Suite;Building Suite;Building Suite;Building Suite,1810 4 ST NW;#100 1810 4 ST NW;#104 1810 4 ST NW;#101 1810 4 ST NW;#102 1810 4 ST NW;#103 1810 4 ST NW,"MULTIPOINT (-114.07135367608096 51.068286709910694,-114.07125193112437 51.06804457151933,-114.07124729578871 51.06807355713224,-114.07117152168397 51.06800985733826,-114.0713417789544 51.06800975355748,-114.07126491614693 51.06807331265963)","{""type"":""MultiPoint"",""coordinates"":[[-114.0713537,51.0682867],[-114.0712519,51.0680446],[-114.0712473,51.0680736],[-114.0711715,51.0680099],[-114.0713418,51.0680098],[-114.0712649,51.0680733]]}",POINT (-114.07135367608096 51.068286709910694),1810 4 ST NW,a,
BP2023-07012,Completed,2023-05-15,2023,2023-09-06,2024-10-16,2024,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,PCH 22 Ave BLDG A,FORMED ALLIANCE ARCHITECTURE STUDIO,,PROFESSIONAL CUSTOM HOMES,10,"$1,233,644",101,101,#1R 505 22 AV NW,MOP,MOUNT PLEASANT,51.07221049,-114.0717153,11,Titled Parcel;Building;Building;Building;Building;Building;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite,505 22 AV NW;#5 505 22 AV NW;#2 505 22 AV NW;#4 505 22 AV NW;#1 505 22 AV NW;#3 505 22 AV NW;#3R 505 22 AV NW;#5R 505 22 AV NW;#2R 505 22 AV NW;#1R 505 22 AV NW;#4R 505 22 AV NW,"MULTIPOINT (-114.07171525224756 51.07221048990934,-114.07206046110902 51.07218111506816,-114.0718384632296 51.07218125169889,-114.07198646181607 51.07218116065859,-114.0717629656858 51.07218129806852,-114.07190793923407 51.072181208984546,-114.07188448245778 51.0721545869529,-114.07203399347748 51.07215449492238,-114.0718127527219 51.07215510749146,-114.07178632571899 51.07215464726865,-114.07195923796773 51.072154540961535)","{""type"":""MultiPoint"",""coordinates"":[[-114.0717153,51.0722105],[-114.0720605,51.0721811],[-114.0718385,51.0721813],[-114.0719865,51.0721812],[-114.071763,51.0721813],[-114.0719079,51.0721812],[-114.0718845,51.0721546],[-114.072034,51.0721545],[-114.0718128,51.0721551],[-114.0717863,51.0721546],[-114.0719592,51.0721545]]}",POINT (-114.07171525224756 51.07221048990934),505 22 AV NW,a,
BP2023-07014,Completed,2023-05-15,2023,2023-11-08,2024-10-16,2024,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,PCH 22 Ave BLDG B,FORMED ALLIANCE ARCHITECTURE STUDIO,,PROFESSIONAL CUSTOM HOMES,10,"$1,270,033",101,101,#6B 505 22 AV NW,MOP,MOUNT PLEASANT,51.07221049,-114.0717153,11,Titled Parcel;Building;Building;Building;Building;Building;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite,505 22 AV NW;#10 505 22 AV NW;#7 505 22 AV NW;#8 505 22 AV NW;#6 505 22 AV NW;#9 505 22 AV NW;#6B 505 22 AV NW;#8B 505 22 AV NW;#7B 505 22 AV NW;#9B 505 22 AV NW;#10B 505 22 AV NW,"MULTIPOINT (-114.07171525224756 51.07221048990934,-114.07206026903502 51.072057435001646,-114.07184053978257 51.07205709378436,-114.07191000133214 51.072057051077614,-114.07176277366791 51.07205714154798,-114.07198626993932 51.07205748059187,-114.07178922241036 51.072080912034735,-114.07188739326216 51.07208085170784,-114.07181263787082 51.07208089765321,-114.07196289064231 51.07208080525791,-114.07203387901222 51.0720807615377)","{""type"":""MultiPoint"",""coordinates"":[[-114.0717153,51.0722105],[-114.0720603,51.0720574],[-114.0718405,51.0720571],[-114.07191,51.0720571],[-114.0717628,51.0720571],[-114.0719863,51.0720575],[-114.0717892,51.0720809],[-114.0718874,51.0720809],[-114.0718126,51.0720809],[-114.0719629,51.0720808],[-114.0720339,51.0720808]]}",POINT (-114.07171525224756 51.07221048990934),505 22 AV NW,a,
BP2017-15626,Completed,2017-11-29,2017,2018-05-24,2019-08-01,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Part 9 Residential 2 Storey Rowhouse w/ Secondary Suites & 3-Vehicle Garage,J & B HOMES,,J & B HOMES,6,"$660,000",102,102,1828 10 ST NW,MOP,MOUNT PLEASANT,51.0683587,-114.0847054,1,Titled Parcel,1828 10 ST NW,POINT (-114.08470537735887 51.068358704455804),"{""type"":""Point"",""coordinates"":[-114.0847054,51.0683587]}",POINT (-114.08470537735887 51.068358704455804),1828 10 ST NW,a,
BP2020-09480,Completed,2020-07-16,2020,2020-09-30,2022-03-02,2022,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,175- KBM Group Ltd. 2302- 5 ST NW,KESHVANI GROUP,,,4,"$1,082,625",103,103,540 22 AV NW,MOP,MOUNT PLEASANT,51.07250584,-114.0738198,2,Titled Parcel;Building,2302 5 ST NW;540 22 AV NW,"MULTIPOINT (-114.07381983957832 51.07250583972525,-114.07375928607654 51.072463994973006)","{""type"":""MultiPoint"",""coordinates"":[[-114.0738198,51.0725058],[-114.0737593,51.072464]]}",POINT (-114.07381983957832 51.07250583972525),540 22 AV NW,a,
BP2019-01385,Completed,2019-02-08,2019,2019-04-16,2020-02-12,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"9.10.15. Rowhouses,9.10.14 Garage",NEW CENTURY DESIGN,,,4,"$672,500",103,103,2106 6 ST NW,MOP,MOUNT PLEASANT,51.0706524,-114.0762472,5,Titled Parcel;Building;Building;Building;Building,640 20 AV NW;2106 6 ST NW;2104 6 ST NW;2108 6 ST NW;638 20 AV NW,"MULTIPOINT (-114.07624723207297 51.07065240493278,-114.07622006952383 51.07080303598751,-114.07621997984945 51.070748441631736,-114.07621958210342 51.0708537651505,-114.0762240710498 51.07069395242579)","{""type"":""MultiPoint"",""coordinates"":[[-114.0762472,51.0706524],[-114.0762201,51.070803],[-114.07622,51.0707484],[-114.0762196,51.0708538],[-114.0762241,51.070694]]}",POINT (-114.07624723207297 51.07065240493278),2106 6 ST NW,a,
BP2022-11035,Completed,2022-06-23,2022,2022-10-12,2023-11-28,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"A new, two storey, 4 unit rowhouse, Part 9, Group C occupancy",YOUR PROPERTY,,YOUR PROPERTY,4,"$797,115",104,104,2707 2 ST NW,MOP,MOUNT PLEASANT,51.07644706,-114.0676397,5,Titled Parcel;Building;Building;Building;Building,2713 2 ST NW;2707 2 ST NW;402 26 AV NW;2709 2 ST NW;2705 2 ST NW,"MULTIPOINT (-114.06763974574925 51.07644706233239,-114.06770837150765 51.07631962078553,-114.06771613114392 51.076209726374564,-114.06770617958882 51.07637242746738,-114.06771621863597 51.07626966954764)","{""type"":""MultiPoint"",""coordinates"":[[-114.0676397,51.0764471],[-114.0677084,51.0763196],[-114.0677161,51.0762097],[-114.0677062,51.0763724],[-114.0677162,51.0762697]]}",POINT (-114.06763974574925 51.07644706233239),2707 2 ST NW,a,
BP2021-17071,Completed,2021-09-29,2021,2021-12-03,2022-09-02,2022,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,3 Unit Part 9 Rowhouse with Secondary Suites,,EXACT CONTRACTING,EXACT CONTRACTING,3,"$605,522",105,105,1004B 17 AV NW,MOP,MOUNT PLEASANT,51.06825638,-114.0832352,7,Titled Parcel;Building;Building;Building;Building Suite;Building Suite;Building Suite,1004 17 AV NW;1805 9 ST NW;1807 9 ST NW;1004 17 AV NW;1004B 17 AV NW;1805B 9 ST NW;1807B 9 ST NW,"MULTIPOINT (-114.08323515894921 51.068256378991,-114.08330953035869 51.06808561163365,-114.08331229477908 51.06815517195328,-114.08330416288496 51.06802047610004,-114.08325684205157 51.068015538508256,-114.08325521686153 51.06808786179384,-114.08325445606809 51.068156876253745)","{""type"":""MultiPoint"",""coordinates"":[[-114.0832352,51.0682564],[-114.0833095,51.0680856],[-114.0833123,51.0681552],[-114.0833042,51.0680205],[-114.0832568,51.0680155],[-114.0832552,51.0680879],[-114.0832545,51.0681569]]}",POINT (-114.08323515894921 51.068256378991),1004B 17 AV NW,a,
BP2018-12621,Completed,2018-09-18,2018,2018-10-04,2019-07-30,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New 10 unit townhouse,AVALON MASTER BUILDER,,,10,"$1,518,296",106,106,#1704 7451 FALCONRIDGE BV NE,MRT,MARTINDALE,51.11815764,-113.9470509,11,Titled Parcel;Building;Building;Building;Building;Building;Building;Building;Building;Building;Building,7451 FALCONRIDGE BV NE;#1712 7451 FALCONRIDGE BV NE;#1716 7451 FALCONRIDGE BV NE;#1736 7451 FALCONRIDGE BV NE;#1728 7451 FALCONRIDGE BV NE;#1732 7451 FALCONRIDGE BV NE;#1740 7451 FALCONRIDGE BV NE;#1708 7451 FALCONRIDGE BV NE;#1704 7451 FALCONRIDGE BV NE;#1720 7451 FALCONRIDGE BV NE;#1724 7451 FALCONRIDGE BV NE,"MULTIPOINT (-113.94705086508411 51.118157637087535,-113.94936291597357 51.11797693588443,-113.94943188739637 51.11797874567361,-113.94976444473195 51.11797651574228,-113.94962933970423 51.117977050942535,-113.94969831435898 51.11797589400121,-113.94983530541151 51.11797475722573,-113.94929394195844 51.11797749931326,-113.94922592426295 51.11797865643158,-113.94949896239856 51.11797758802841,-113.9495632106341 51.11797523350611)","{""type"":""MultiPoint"",""coordinates"":[[-113.9470509,51.1181576],[-113.9493629,51.1179769],[-113.9494319,51.1179787],[-113.9497644,51.1179765],[-113.9496293,51.1179771],[-113.9496983,51.1179759],[-113.9498353,51.1179748],[-113.9492939,51.1179775],[-113.9492259,51.1179787],[-113.949499,51.1179776],[-113.9495632,51.1179752]]}",POINT (-113.94705086508411 51.118157637087535),7451 FALCONRIDGE BV NE,a,
