PermitNum,StatusCurrent,AppliedDate,AppliedYear,IssuedDate,CompletedDate,YearCompleted,PermitType,PermitTypeMapped,PermitClass,PermitClassGroup,PermitClassMapped,WorkClass,WorkClassGroup,WorkClassMapped,Description,ApplicantName,Contractor if no applicant,ContractorName,HousingUnits,EstProjectCost,Project Number,Project Number Hardcoded,OriginalAddress,CommunityCode,CommunityName,Latitude,Longitude,LocationCount,LocationTypes,LocationAddresses,LocationsWKT,LocationsGeoJSON,Point,ADDRESS,Assessed Value Before,Assessed Value After
BP2017-16618,Completed,2017-12-22,2017,2018-01-22,2020-05-25,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Group C - 4 Unit Rowhouse - 9.10.15. Building 9,NORR ARCHITECTS ENGINEERS PLANNERS,,STREETSIDE DEVELOPMENT,4,"$620,900",66,66,#102 15 EVANSCREST PA NW,EVN,EVANSTON,51.18050741,-114.1074469,4,Building;Building;Building;Building,#106 15 EVANSCREST PA NW;#102 15 EVANSCREST PA NW;#104 15 EVANSCREST PA NW;#108 15 EVANSCREST PA NW,"MULTIPOINT (-114.10744690092885 51.18050740868515,-114.10754303273559 51.180552510713376,-114.10749189386027 51.180530856990316,-114.10739812205188 51.180485752753654)","{""type"":""MultiPoint"",""coordinates"":[[-114.1074469,51.1805074],[-114.107543,51.1805525],[-114.1074919,51.1805309],[-114.1073981,51.1804858]]}",POINT (-114.10744690092885 51.18050740868515),15 EVANSCREST PA NW,a,
BP2017-16617,Completed,2017-12-22,2017,2018-01-22,2021-03-11,2021,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Group C - 9 Unit Rowhouse - 9.10.15. Building 10,NORR ARCHITECTS ENGINEERS PLANNERS,,STREETSIDE DEVELOPMENT,9,"$1,400,800",66,66,19 EVANSCREST PA NW,EVN,EVANSTON,51.18070647,-114.1071406,9,Building;Building;Building;Building;Building;Building;Building;Building;Building,27 EVANSCREST PA NW;21 EVANSCREST PA NW;35 EVANSCREST PA NW;33 EVANSCREST PA NW;19 EVANSCREST PA NW;25 EVANSCREST PA NW;23 EVANSCREST PA NW;29 EVANSCREST PA NW;31 EVANSCREST PA NW,"MULTIPOINT (-114.10714061702356 51.18070647495299,-114.10699213809711 51.18064286609388,-114.10733837765802 51.18079858016709,-114.10728760784275 51.18077579333674,-114.10694439746437 51.18061865599886,-114.10709366070503 51.18068749610511,-114.10704289113234 51.180664709167985,-114.10718911700911 51.1807311697064,-114.10723912758743 51.180753480830646)","{""type"":""MultiPoint"",""coordinates"":[[-114.1071406,51.1807065],[-114.1069921,51.1806429],[-114.1073384,51.1807986],[-114.1072876,51.1807758],[-114.1069444,51.1806187],[-114.1070937,51.1806875],[-114.1070429,51.1806647],[-114.1071891,51.1807312],[-114.1072391,51.1807535]]}",POINT (-114.10714061702356 51.18070647495299),19 EVANSCREST PA NW,a,
BP2018-00600,Completed,2018-01-19,2018,2018-02-01,2019-12-12,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New -  Part 9 Group C - 5 Unit Townhouse - Bldg 12,NORR ARCHITECTS ENGINEERS PLANNERS,,,5,"$772,200",66,66,#602 15 EVANSCREST PA NW,EVN,EVANSTON,51.17992765,-114.1079228,10,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building,#602 15 EVANSCREST PA NW;#606 15 EVANSCREST PA NW;#604 15 EVANSCREST PA NW;#608 15 EVANSCREST PA NW;#610 15 EVANSCREST PA NW;#604 15 EVANSCREST PA NW;#606 15 EVANSCREST PA NW;#602 15 EVANSCREST PA NW;#610 15 EVANSCREST PA NW;#608 15 EVANSCREST PA NW,"MULTIPOINT (-114.10792279247799 51.17992764961017,-114.10787904853709 51.18000410093452,-114.1078998316471 51.17996812366053,-114.10785826539474 51.18004007820462,-114.10783656687171 51.18007605631446,-114.10795919731304 51.179985104051795,-114.10793848049859 51.18002495576133,-114.10798323039265 51.17995058905696,-114.1078993653157 51.180093078519505,-114.10792199966095 51.18005976043494)","{""type"":""MultiPoint"",""coordinates"":[[-114.1079228,51.1799276],[-114.107879,51.1800041],[-114.1078998,51.1799681],[-114.1078583,51.1800401],[-114.1078366,51.1800761],[-114.1079592,51.1799851],[-114.1079385,51.180025],[-114.1079832,51.1799506],[-114.1078994,51.1800931],[-114.107922,51.1800598]]}",POINT (-114.10792279247799 51.17992764961017),15 EVANSCREST PA NW,a,
BP2018-00601,Completed,2018-01-19,2018,2018-02-01,2020-02-27,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New -  Part 9 Group C - 6 Unit Townhouse - Bldg 11,NORR ARCHITECTS ENGINEERS PLANNERS,,,6,"$1,051,800",66,66,#702 15 EVANSCREST PA NW,EVN,EVANSTON,51.1802173,-114.1076449,6,Building;Building;Building;Building;Building;Building,#704 15 EVANSCREST PA NW;#710 15 EVANSCREST PA NW;#712 15 EVANSCREST PA NW;#702 15 EVANSCREST PA NW;#706 15 EVANSCREST PA NW;#708 15 EVANSCREST PA NW,"MULTIPOINT (-114.10764488676674 51.1802172964829,-114.10759738747556 51.180333583746155,-114.10758330191797 51.18037760043218,-114.10766417896289 51.18017357165157,-114.10763740042954 51.18025149054126,-114.10761855177265 51.1802830251612)","{""type"":""MultiPoint"",""coordinates"":[[-114.1076449,51.1802173],[-114.1075974,51.1803336],[-114.1075833,51.1803776],[-114.1076642,51.1801736],[-114.1076374,51.1802515],[-114.1076186,51.180283]]}",POINT (-114.10764488676674 51.1802172964829),15 EVANSCREST PA NW,a,
BP2021-06737,Completed,2021-04-23,2021,2021-06-03,2022-09-02,2022,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Evanston Park II - Building 06,NORR ARCHITECTS ENGINEERS PLANNERS,,STREETSIDE DEVELOPMENT,6,"$1,191,653",67,67,30 EVANSCREST PA NW,EVN,EVANSTON,51.18099367,-114.1070938,12,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building,36 EVANSCREST PA NW;34 EVANSCREST PA NW;32 EVANSCREST PA NW;38 EVANSCREST PA NW;30 EVANSCREST PA NW;40 EVANSCREST PA NW;38 EVANSCREST PA NW;36 EVANSCREST PA NW;32 EVANSCREST PA NW;30 EVANSCREST PA NW;40 EVANSCREST PA NW;34 EVANSCREST PA NW,"MULTIPOINT (-114.10709384091926 51.180993670204764,-114.10704138413642 51.180971244393426,-114.10698968154341 51.180953312631736,-114.10714690234556 51.18101160067595,-114.1069194974638 51.180921913448856,-114.10720826587753 51.1810385130418,-114.10710283317573 51.18104127949118,-114.10705548428196 51.18101967604684,-114.10694299531924 51.180976970797886,-114.10689753396886 51.18096131663019,-114.10715587348956 51.18106858605272,-114.10699979593215 51.18099761275478)","{""type"":""MultiPoint"",""coordinates"":[[-114.1070938,51.1809937],[-114.1070414,51.1809712],[-114.1069897,51.1809533],[-114.1071469,51.1810116],[-114.1069195,51.1809219],[-114.1072083,51.1810385],[-114.1071028,51.1810413],[-114.1070555,51.1810197],[-114.106943,51.180977],[-114.1068975,51.1809613],[-114.1071559,51.1810686],[-114.1069998,51.1809976]]}",POINT (-114.10709384091926 51.180993670204764),30 EVANSCREST PA NW,a,
BP2021-06739,Completed,2021-04-23,2021,2021-05-20,2022-07-19,2022,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Evanston Park II - Building 07,NORR ARCHITECTS ENGINEERS PLANNERS,,STREETSIDE DEVELOPMENT,4,"$813,994",67,67,276 EVANSCREST WY NW,EVN,EVANSTON,51.18129031,-114.1071055,8,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building,282 EVANSCREST WY NW;276 EVANSCREST WY NW;280 EVANSCREST WY NW;278 EVANSCREST WY NW;282 EVANSCREST WY NW;280 EVANSCREST WY NW;278 EVANSCREST WY NW;276 EVANSCREST WY NW,"MULTIPOINT (-114.10710548414441 51.181290313888184,-114.10705452520006 51.18142070864064,-114.10708700908364 51.181335278425266,-114.10707237489693 51.18137124991909,-114.1069879473075 51.18127305366163,-114.10697216104741 51.18131801572198,-114.10694499200385 51.18135158047734,-114.10693827305663 51.18139011572328)","{""type"":""MultiPoint"",""coordinates"":[[-114.1071055,51.1812903],[-114.1070545,51.1814207],[-114.107087,51.1813353],[-114.1070724,51.1813712],[-114.1069879,51.1812731],[-114.1069722,51.181318],[-114.106945,51.1813516],[-114.1069383,51.1813901]]}",POINT (-114.10710548414441 51.181290313888184),276 EVANSCREST WY NW,a,
BP2022-07920,Completed,2022-05-12,2022,2022-06-06,2024-01-11,2024,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"A new, 3 storey, 4 unit rowhouse",NORR ARCHITECTS ENGINEERS PLANNERS,,STREETSIDE DEVELOPMENT,4,"$615,973",67,67,#102 75 EVANSCREST CM NW,EVN,EVANSTON,51.18066317,-114.1047561,8,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building,#106 75 EVANSCREST CM NW;#104 75 EVANSCREST CM NW;#102 75 EVANSCREST CM NW;#108 75 EVANSCREST CM NW;#106 75 EVANSCREST CM NW;#108 75 EVANSCREST CM NW;#102 75 EVANSCREST CM NW;#104 75 EVANSCREST CM NW,"MULTIPOINT (-114.10475611317923 51.18066317416445,-114.10480943881929 51.18070357927487,-114.10487028768145 51.18074397761778,-114.10470386443968 51.180618273302706,-114.10470791836657 51.18069050950652,-114.10466184477401 51.18065666920634,-114.1048115378592 51.18076513766846,-114.10475587193204 51.180733427526405)","{""type"":""MultiPoint"",""coordinates"":[[-114.1047561,51.1806632],[-114.1048094,51.1807036],[-114.1048703,51.180744],[-114.1047039,51.1806183],[-114.1047079,51.1806905],[-114.1046618,51.1806567],[-114.1048115,51.1807651],[-114.1047559,51.1807334]]}",POINT (-114.10475611317923 51.18066317416445),75 EVANSCREST CM NW,a,
BP2022-05367,Completed,2022-04-05,2022,2022-05-03,2023-11-29,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New Residential Building (Group C),NORR ARCHITECTS ENGINEERS PLANNERS,,STREETSIDE DEVELOPMENT,9,"$2,154,799",67,67,52 EVANSCREST MR NW,EVN,EVANSTON,51.18077964,-114.1051999,10,Titled Parcel;Building;Building;Building;Building;Building;Building;Building;Building;Building,75 EVANSCREST CM NW;54 EVANSCREST MR NW;68 EVANSCREST MR NW;56 EVANSCREST MR NW;64 EVANSCREST MR NW;62 EVANSCREST MR NW;60 EVANSCREST MR NW;58 EVANSCREST MR NW;66 EVANSCREST MR NW;52 EVANSCREST MR NW,"MULTIPOINT (-114.10519988542508 51.18077963983314,-114.10487155978896 51.1803527882523,-114.10520832599906 51.180636024565025,-114.10490045258042 51.18040402962107,-114.10508535080643 51.18055960724401,-114.10503096117405 51.180516767051834,-114.1049668559151 51.180472011792155,-114.10493219259325 51.18044309660999,-114.10513809350488 51.180601460042695,-114.10484770314655 51.1803085721729)","{""type"":""MultiPoint"",""coordinates"":[[-114.1051999,51.1807796],[-114.1048716,51.1803528],[-114.1052083,51.180636],[-114.1049005,51.180404],[-114.1050854,51.1805596],[-114.105031,51.1805168],[-114.1049669,51.180472],[-114.1049322,51.1804431],[-114.1051381,51.1806015],[-114.1048477,51.1803086]]}",POINT (-114.10519988542508 51.18077963983314),52 EVANSCREST MR NW,a,
BP2022-06512,Completed,2022-04-22,2022,2022-07-13,2024-02-21,2024,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Part 9.10.15. - Row House - The Loop Evanston Phase 4 - Building 03,NORR ARCHITECTS ENGINEERS PLANNERS,,STREETSIDE DEVELOPMENT,9,"$2,154,799",67,67,30 EVANSCREST MR NW,EVN,EVANSTON,51.18077964,-114.1051999,10,Titled Parcel;Building;Building;Building;Building;Building;Building;Building;Building;Building,75 EVANSCREST CM NW;32 EVANSCREST MR NW;44 EVANSCREST MR NW;40 EVANSCREST MR NW;36 EVANSCREST MR NW;42 EVANSCREST MR NW;38 EVANSCREST MR NW;34 EVANSCREST MR NW;30 EVANSCREST MR NW;46 EVANSCREST MR NW,"MULTIPOINT (-114.10519988542508 51.18077963983314,-114.10492980982683 51.179828206116554,-114.10481090586342 51.18010168421431,-114.10482571932447 51.18000542007732,-114.10486304396376 51.17990890203538,-114.10481916700385 51.18005505712658,-114.10484811412263 51.17994750745587,-114.104887627558 51.17987018008448,-114.10497825679433 51.17978010464407,-114.10481248391 51.18015425355408)","{""type"":""MultiPoint"",""coordinates"":[[-114.1051999,51.1807796],[-114.1049298,51.1798282],[-114.1048109,51.1801017],[-114.1048257,51.1800054],[-114.104863,51.1799089],[-114.1048192,51.1800551],[-114.1048481,51.1799475],[-114.1048876,51.1798702],[-114.1049783,51.1797801],[-114.1048125,51.1801543]]}",POINT (-114.10519988542508 51.18077963983314),30 EVANSCREST MR NW,a,
BP2022-08371,Completed,2022-05-18,2022,2022-06-14,2024-03-14,2024,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New 4-unit townhouse (Phase 4-Bldg 10).,NORR ARCHITECTS ENGINEERS PLANNERS,,STREETSIDE DEVELOPMENT,4,"$615,971",67,67,#302 75 EVANSCREST CM NW,EVN,EVANSTON,51.18077964,-114.1051999,5,Titled Parcel;Building;Building;Building;Building,75 EVANSCREST CM NW;#306 75 EVANSCREST CM NW;#304 75 EVANSCREST CM NW;#308 75 EVANSCREST CM NW;#302 75 EVANSCREST CM NW,"MULTIPOINT (-114.10519988542508 51.18077963983314,-114.10449400486571 51.18047964465267,-114.10453230409844 51.180522679261856,-114.1044762280833 51.18042322428109,-114.10456903246951 51.18056674905766)","{""type"":""MultiPoint"",""coordinates"":[[-114.1051999,51.1807796],[-114.104494,51.1804796],[-114.1045323,51.1805227],[-114.1044762,51.1804232],[-114.104569,51.1805667]]}",POINT (-114.10519988542508 51.18077963983314),75 EVANSCREST CM NW,a,
BP2022-09857,Completed,2022-06-07,2022,2022-08-03,2024-04-18,2024,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New 4-unit townhouse (Phase 4-Bldg 9).,NORR ARCHITECTS ENGINEERS PLANNERS,,STREETSIDE DEVELOPMENT,4,"$910,505",67,67,#402 75 EVANSCREST CM NW,EVN,EVANSTON,51.18077964,-114.1051999,5,Titled Parcel;Building;Building;Building;Building,75 EVANSCREST CM NW;#402 75 EVANSCREST CM NW;#408 75 EVANSCREST CM NW;#404 75 EVANSCREST CM NW;#406 75 EVANSCREST CM NW,"MULTIPOINT (-114.10519988542508 51.18077963983314,-114.10441121876616 51.18029453431416,-114.10439524691148 51.18013796898928,-114.10440314348818 51.18024002004094,-114.10439670093109 51.180186493157784)","{""type"":""MultiPoint"",""coordinates"":[[-114.1051999,51.1807796],[-114.1044112,51.1802945],[-114.1043952,51.180138],[-114.1044031,51.18024],[-114.1043967,51.1801865]]}",POINT (-114.10519988542508 51.18077963983314),75 EVANSCREST CM NW,a,
BP2022-12183,Completed,2022-07-13,2022,2022-08-03,2024-05-06,2024,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"A new, 2 storey, 5 unit rowhouse (Building 8 - Unit 602, 604, 606, 608, 610)",NORR ARCHITECTS ENGINEERS PLANNERS,,STREETSIDE DEVELOPMENT,5,"$1,137,673",67,67,#602 75 EVANSCREST CM NW,EVN,EVANSTON,51.18077964,-114.1051999,6,Titled Parcel;Building;Building;Building;Building;Building,75 EVANSCREST CM NW;#606 75 EVANSCREST CM NW;#604 75 EVANSCREST CM NW;#602 75 EVANSCREST CM NW;#610 75 EVANSCREST CM NW;#608 75 EVANSCREST CM NW,"MULTIPOINT (-114.10519988542508 51.18077963983314,-114.1044280174179 51.17994339739038,-114.10441163982149 51.17998707414028,-114.1043877210127 51.180048044476536,-114.10446838970334 51.179840763874765,-114.10444562382408 51.17988654988346)","{""type"":""MultiPoint"",""coordinates"":[[-114.1051999,51.1807796],[-114.104428,51.1799434],[-114.1044116,51.1799871],[-114.1043877,51.180048],[-114.1044684,51.1798408],[-114.1044456,51.1798865]]}",POINT (-114.10519988542508 51.18077963983314),75 EVANSCREST CM NW,a,
BP2022-16205,Completed,2022-09-21,2022,2022-10-13,2024-07-11,2024,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"A new, 2 storey, 9 unit rowhouse (Building 13 - Unit 202,204,206,208,210,212,214,216,218",NORR ARCHITECTS ENGINEERS PLANNERS,,STREETSIDE DEVELOPMENT,9,"$1,885,363",67,67,#218 75 EVANSCREST CM NW,EVN,EVANSTON,51.18078414,-114.1051991,10,Titled Parcel;Building;Building;Building;Building;Building;Building;Building;Building;Building,75 EVANSCREST CM NW;#202 75 EVANSCREST CM NW;#212 75 EVANSCREST CM NW;#204 75 EVANSCREST CM NW;#208 75 EVANSCREST CM NW;#210 75 EVANSCREST CM NW;#218 75 EVANSCREST CM NW;#206 75 EVANSCREST CM NW;#216 75 EVANSCREST CM NW;#214 75 EVANSCREST CM NW,"MULTIPOINT (-114.10519905180551 51.18078413534563,-114.10446682550895 51.18080664495635,-114.10427956216365 51.18057220335806,-114.10443482421563 51.180759487503565,-114.10435640756167 51.18066636305575,-114.10431815584583 51.180625350991086,-114.10417897024608 51.18043787258265,-114.10438996534994 51.1807124853465,-114.10421418902472 51.180484991283954,-114.10424605205677 51.18052810363554)","{""type"":""MultiPoint"",""coordinates"":[[-114.1051991,51.1807841],[-114.1044668,51.1808066],[-114.1042796,51.1805722],[-114.1044348,51.1807595],[-114.1043564,51.1806664],[-114.1043182,51.1806254],[-114.104179,51.1804379],[-114.10439,51.1807125],[-114.1042142,51.180485],[-114.1042461,51.1805281]]}",POINT (-114.10519905180551 51.18078413534563),75 EVANSCREST CM NW,a,
BP2022-12131,Completed,2022-07-13,2022,2022-08-16,2023-12-01,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"A new, 2 storey, 6 unit rowhouse (Building 12 - Unit 61, 63, 65, 67, 69",NORR ARCHITECTS ENGINEERS PLANNERS,,STREETSIDE DEVELOPMENT,6,"$1,364,777",67,67,61 EVANSCREST CM NW,EVN,EVANSTON,51.18104968,-114.1048023,12,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building,61 EVANSCREST CM NW;65 EVANSCREST CM NW;69 EVANSCREST CM NW;63 EVANSCREST CM NW;67 EVANSCREST CM NW;71 EVANSCREST CM NW;67 EVANSCREST CM NW;61 EVANSCREST CM NW;63 EVANSCREST CM NW;65 EVANSCREST CM NW;71 EVANSCREST CM NW;69 EVANSCREST CM NW,"MULTIPOINT (-114.10480227137081 51.18104968243702,-114.10492495742392 51.18097316151135,-114.10503891850097 51.18089664828914,-114.10486605509539 51.1810091724215,-114.10498257242793 51.180937151726404,-114.10509738125428 51.18085614292315,-114.10491824501277 51.18088927727705,-114.10472856365526 51.18100277816546,-114.10479022621884 51.18096664798856,-114.10485330285421 51.180923423775916,-114.10502544628405 51.18081518831078,-114.1049686823393 51.18085428975102)","{""type"":""MultiPoint"",""coordinates"":[[-114.1048023,51.1810497],[-114.104925,51.1809732],[-114.1050389,51.1808966],[-114.1048661,51.1810092],[-114.1049826,51.1809372],[-114.1050974,51.1808561],[-114.1049182,51.1808893],[-114.1047286,51.1810028],[-114.1047902,51.1809666],[-114.1048533,51.1809234],[-114.1050254,51.1808152],[-114.1049687,51.1808543]]}",POINT (-114.10480227137081 51.18104968243702),61 EVANSCREST CM NW,a,
BP2023-05116,Completed,2023-04-17,2023,2023-05-01,2024-10-22,2024,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New 5-Unit Rowhouse (Bldg 7),NORR ARCHITECTS ENGINEERS PLANNERS,,STREETSIDE DEVELOPMENT,5,"$1,039,481",67,67,#101 25 EVANSCREST ME NW,EVN,EVANSTON,51.1795082,-114.1045579,11,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building,#103 25 EVANSCREST ME NW;#101 25 EVANSCREST ME NW;#107 25 EVANSCREST ME NW;#105 25 EVANSCREST ME NW;#109 25 EVANSCREST ME NW;75 EVANSCREST CM NW;#109 25 EVANSCREST ME NW;#101 25 EVANSCREST ME NW;#107 25 EVANSCREST ME NW;#103 25 EVANSCREST ME NW;#105 25 EVANSCREST ME NW,"MULTIPOINT (-114.10455791338184 51.17950819723791,-114.10462144793074 51.17947218233105,-114.1044380522789 51.179580220513515,-114.10449798287706 51.17954420889115,-114.10437452758812 51.17962073007507,-114.10519988542508 51.18077963983314,-114.10441424288682 51.17964520009119,-114.10464634884012 51.17949782516418,-114.1044742712038 51.17960808268229,-114.10460070154805 51.17953173852371,-114.10454067343176 51.17956885599786)","{""type"":""MultiPoint"",""coordinates"":[[-114.1045579,51.1795082],[-114.1046214,51.1794722],[-114.1044381,51.1795802],[-114.104498,51.1795442],[-114.1043745,51.1796207],[-114.1051999,51.1807796],[-114.1044142,51.1796452],[-114.1046463,51.1794978],[-114.1044743,51.1796081],[-114.1046007,51.1795317],[-114.1045407,51.1795689]]}",POINT (-114.10455791338184 51.17950819723791),25 EVANSCREST ME NW,a,
BP2023-05115,Completed,2023-04-17,2023,2023-08-02,2025-01-08,2025,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New 6-Unit Rowhouse (Bldg 5),NORR ARCHITECTS ENGINEERS PLANNERS,,STREETSIDE DEVELOPMENT,6,"$1,039,481",67,67,#401 25 EVANSCREST ME NW,EVN,EVANSTON,51.17976516,-114.103702,13,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building,#409 25 EVANSCREST ME NW;#401 25 EVANSCREST ME NW;#405 25 EVANSCREST ME NW;#411 25 EVANSCREST ME NW;#102 75 EVANSCREST CM NW;#403 25 EVANSCREST ME NW;#407 25 EVANSCREST ME NW;#401 25 EVANSCREST ME NW;#407 25 EVANSCREST ME NW;#409 25 EVANSCREST ME NW;#403 25 EVANSCREST ME NW;#405 25 EVANSCREST ME NW;#411 25 EVANSCREST ME NW,"MULTIPOINT (-114.10370196135072 51.179765160570675,-114.10394653907056 51.17961661633193,-114.10382213872931 51.1796931377713,-114.10363659499619 51.17980117659866,-114.10487028768145 51.18074397761778,-114.10388191262999 51.17965712660444,-114.10376205008684 51.17972914918649,-114.10385563035678 51.179583058250095,-114.10369793137113 51.17969011057769,-114.10363777883589 51.1797231824102,-114.10381004415133 51.179618993889946,-114.10376257820846 51.17964585175601,-114.10358242938382 51.17975518919519)","{""type"":""MultiPoint"",""coordinates"":[[-114.103702,51.1797652],[-114.1039465,51.1796166],[-114.1038221,51.1796931],[-114.1036366,51.1798012],[-114.1048703,51.180744],[-114.1038819,51.1796571],[-114.1037621,51.1797291],[-114.1038556,51.1795831],[-114.1036979,51.1796901],[-114.1036378,51.1797232],[-114.10381,51.179619],[-114.1037626,51.1796459],[-114.1035824,51.1797552]]}",POINT (-114.10370196135072 51.179765160570675),25 EVANSCREST ME NW,a,
BP2023-02896,Completed,2023-03-08,2023,2023-03-31,2024-10-11,2024,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,5 Unit Residential Rowhouse - The Loop Evanston - Bldg 6,NORR ARCHITECTS ENGINEERS PLANNERS,,STREETSIDE DEVELOPMENT,5,"$1,137,673",67,67,#301 25 EVANSCREST ME NW,EVN,EVANSTON,51.17979181,-114.1040603,10,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building,#307 25 EVANSCREST ME NW;#301 25 EVANSCREST ME NW;#305 25 EVANSCREST ME NW;#303 25 EVANSCREST ME NW;#309 25 EVANSCREST ME NW;#307 25 EVANSCREST ME NW;#309 25 EVANSCREST ME NW;#305 25 EVANSCREST ME NW;#303 25 EVANSCREST ME NW;#301 25 EVANSCREST ME NW,"MULTIPOINT (-114.1040603356799 51.17979181096302,-114.10424367584547 51.17968377342652,-114.10412025254449 51.179755799547834,-114.10418016931574 51.1797197881018,-114.10399683897175 51.17983232029297,-114.10411699471312 51.17982066188717,-114.10405533315028 51.17985679171579,-114.1041833358021 51.179779421807424,-114.10422438008247 51.17975263241857,-114.10427948199857 51.17971253497559)","{""type"":""MultiPoint"",""coordinates"":[[-114.1040603,51.1797918],[-114.1042437,51.1796838],[-114.1041203,51.1797558],[-114.1041802,51.1797198],[-114.1039968,51.1798323],[-114.104117,51.1798207],[-114.1040553,51.1798568],[-114.1041833,51.1797794],[-114.1042244,51.1797526],[-114.1042795,51.1797125]]}",POINT (-114.1040603356799 51.17979181096302),25 EVANSCREST ME NW,a,
BP2023-01631,Completed,2023-02-09,2023,2023-03-17,2024-09-06,2024,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,9 Unit Residential Rowhouse - The Loop Evanston - Bldg 14,NORR ARCHITECTS ENGINEERS PLANNERS,,STREETSIDE DEVELOPMENT,9,"$1,883,684",67,67,#502 75 EVANSCREST CM NW,EVN,EVANSTON,51.18032656,-114.1042027,18,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building;Building;Building;Building,#502 75 EVANSCREST CM NW;#514 75 EVANSCREST CM NW;#516 75 EVANSCREST CM NW;#512 75 EVANSCREST CM NW;#506 75 EVANSCREST CM NW;#518 75 EVANSCREST CM NW;#504 75 EVANSCREST CM NW;#510 75 EVANSCREST CM NW;#508 75 EVANSCREST CM NW;#516 75 EVANSCREST CM NW;#504 75 EVANSCREST CM NW;#518 75 EVANSCREST CM NW;#502 75 EVANSCREST CM NW;#514 75 EVANSCREST CM NW;#506 75 EVANSCREST CM NW;#510 75 EVANSCREST CM NW;#512 75 EVANSCREST CM NW;#508 75 EVANSCREST CM NW,"MULTIPOINT (-114.10420274743572 51.18032656107085,-114.10396790873078 51.180043599892535,-114.10393475502302 51.1799986817134,-114.10400655040702 51.18009300794707,-114.10411902311284 51.18023224557729,-114.10389405817341 51.179944780695806,-114.10416404814471 51.18027715313426,-114.10404460995466 51.180137921742684,-114.10408208317983 51.18018283604719,-114.10384986469913 51.18003419380851,-114.10407506603383 51.18029953533538,-114.1038096250655 51.17998005862837,-114.10411852423746 51.18035364058873,-114.10388671552138 51.1800823000108,-114.10403675310941 51.18025650058725,-114.10395050223629 51.18017054747862,-114.10392852628746 51.180135408961895,-114.10399348039361 51.180208472057906)","{""type"":""MultiPoint"",""coordinates"":[[-114.1042027,51.1803266],[-114.1039679,51.1800436],[-114.1039348,51.1799987],[-114.1040066,51.180093],[-114.104119,51.1802322],[-114.1038941,51.1799448],[-114.104164,51.1802772],[-114.1040446,51.1801379],[-114.1040821,51.1801828],[-114.1038499,51.1800342],[-114.1040751,51.1802995],[-114.1038096,51.1799801],[-114.1041185,51.1803536],[-114.1038867,51.1800823],[-114.1040368,51.1802565],[-114.1039505,51.1801705],[-114.1039285,51.1801354],[-114.1039935,51.1802085]]}",POINT (-114.10420274743572 51.18032656107085),75 EVANSCREST CM NW,a,
